lat,lon,nearest_station_name
51.0,-55.5,Goose Bay
51.0,-55.0,St. John's
51.0,-54.5,St. John's
51.0,-54.0,St. John's
51.0,-53.5,St. John's
51.0,-53.0,St. John's
51.0,-52.5,St. John's
51.5,-141.0,Smithers
51.5,-140.5,Smithers
51.5,-140.0,Smithers
51.5,-139.5,Smithers
51.5,-139.0,Smithers
51.5,-138.5,Smithers
51.5,-138.0,Smithers
51.5,-137.5,Smithers
51.5,-137.0,Smithers
51.5,-136.5,Smithers
51.5,-136.0,Smithers
51.5,-135.5,Smithers
51.5,-135.0,Smithers
51.5,-134.5,Smithers
51.5,-134.0,Smithers
51.5,-133.5,Smithers
51.5,-133.0,Smithers
51.5,-132.5,Smithers
51.5,-132.0,Smithers
51.5,-131.5,Smithers
51.5,-131.0,Smithers
51.5,-130.5,Smithers
51.5,-130.0,Smithers
51.5,-129.5,Smithers
51.5,-129.0,Smithers
51.5,-128.5,Smithers
51.5,-128.0,Smithers
51.5,-127.5,Smithers
51.5,-127.0,Smithers
51.5,-126.5,Vancouver
51.5,-126.0,Vancouver
51.5,-125.5,Vancouver
51.5,-125.0,Vancouver
51.5,-124.5,Vancouver
51.5,-124.0,Vancouver
51.5,-123.5,Kamloops
51.5,-123.0,Kamloops
51.5,-122.5,Kamloops
51.5,-122.0,Kamloops
51.5,-121.5,Kamloops
51.5,-121.0,Kamloops
51.5,-120.5,Kamloops
51.5,-120.0,Kamloops
51.5,-119.5,Kamloops
51.5,-119.0,Kamloops
51.5,-118.5,Kamloops
51.5,-118.0,Kamloops
51.5,-117.5,Kamloops
51.5,-117.0,Calgary
51.5,-116.5,Calgary
51.5,-116.0,Calgary
51.5,-115.5,Calgary
51.5,-115.0,Calgary
51.5,-114.5,Calgary
51.5,-114.0,Calgary
51.5,-113.5,Calgary
51.5,-113.0,Calgary
51.5,-112.5,Calgary
51.5,-112.0,Calgary
51.5,-111.5,Calgary
51.5,-111.0,Calgary
51.5,-110.5,Calgary
51.5,-110.0,Saskatoon
51.5,-109.5,Saskatoon
51.5,-109.0,Saskatoon
51.5,-108.5,Saskatoon
51.5,-108.0,Saskatoon
51.5,-107.5,Saskatoon
51.5,-107.0,Saskatoon
51.5,-106.5,Saskatoon
51.5,-106.0,Saskatoon
51.5,-105.5,Saskatoon
51.5,-105.0,Regina
51.5,-104.5,Regina
51.5,-104.0,Regina
51.5,-103.5,Regina
51.5,-103.0,Regina
51.5,-102.5,Regina
51.5,-102.0,Regina
51.5,-101.5,Regina
51.5,-101.0,Regina
51.5,-100.5,Winnipeg
51.5,-100.0,Winnipeg
51.5,-99.5,Winnipeg
51.5,-99.0,Winnipeg
51.5,-98.5,Winnipeg
51.5,-98.0,Winnipeg
51.5,-97.5,Winnipeg
51.5,-97.0,Winnipeg
51.5,-96.5,Winnipeg
51.5,-96.0,Winnipeg
51.5,-95.5,Winnipeg
51.5,-95.0,Winnipeg
51.5,-94.5,Winnipeg
51.5,-94.0,Winnipeg
51.5,-93.5,Winnipeg
51.5,-93.0,Winnipeg
51.5,-92.5,Winnipeg
51.5,-92.0,Thunder Bay
51.5,-91.5,Thunder Bay
51.5,-91.0,Thunder Bay
51.5,-90.5,Thunder Bay
51.5,-90.0,Thunder Bay
51.5,-89.5,Thunder Bay
51.5,-89.0,Thunder Bay
51.5,-88.5,Thunder Bay
51.5,-88.0,Thunder Bay
51.5,-87.5,Thunder Bay
51.5,-87.0,Thunder Bay
51.5,-86.5,Thunder Bay
51.5,-86.0,Moosonee
51.5,-85.5,Moosonee
51.5,-85.0,Moosonee
51.5,-84.5,Moosonee
51.5,-84.0,Moosonee
51.5,-83.5,Moosonee
51.5,-83.0,Moosonee
51.5,-82.5,Moosonee
51.5,-82.0,Moosonee
51.5,-81.5,Moosonee
51.5,-81.0,Moosonee
51.5,-80.5,Moosonee
51.5,-80.0,Moosonee
51.5,-79.5,Moosonee
51.5,-79.0,Moosonee
51.5,-78.5,Moosonee
51.5,-78.0,Moosonee
51.5,-77.5,Moosonee
51.5,-77.0,Moosonee
51.5,-76.5,Chibougamau
51.5,-76.0,Chibougamau
51.5,-75.5,Chibougamau
51.5,-75.0,Chibougamau
51.5,-74.5,Chibougamau
51.5,-74.0,Chibougamau
51.5,-73.5,Chibougamau
51.5,-73.0,Chibougamau
51.5,-72.5,Chibougamau
51.5,-72.0,Chibougamau
51.5,-71.5,Chibougamau
51.5,-71.0,Chibougamau
51.5,-70.5,Chibougamau
51.5,-70.0,Chibougamau
51.5,-69.5,Chibougamau
51.5,-69.0,Schefferville
51.5,-68.5,Schefferville
51.5,-68.0,Schefferville
51.5,-67.5,Schefferville
51.5,-67.0,Schefferville
51.5,-66.5,Schefferville
51.5,-66.0,Schefferville
51.5,-65.5,Schefferville
51.5,-65.0,Goose Bay
51.5,-64.5,Goose Bay
51.5,-64.0,Goose Bay
51.5,-63.5,Goose Bay
51.5,-63.0,Goose Bay
51.5,-62.5,Goose Bay
51.5,-62.0,Goose Bay
51.5,-61.5,Goose Bay
51.5,-61.0,Goose Bay
51.5,-60.5,Goose Bay
51.5,-60.0,Goose Bay
51.5,-59.5,Goose Bay
51.5,-59.0,Goose Bay
51.5,-58.5,Goose Bay
51.5,-58.0,Goose Bay
51.5,-57.5,Goose Bay
51.5,-57.0,Goose Bay
51.5,-56.5,Goose Bay
51.5,-56.0,Goose Bay
51.5,-55.5,Goose Bay
51.5,-55.0,Goose Bay
51.5,-54.5,Goose Bay
51.5,-54.0,St. John's
51.5,-53.5,St. John's
51.5,-53.0,St. John's
51.5,-52.5,St. John's
52.0,-141.0,Smithers
52.0,-140.5,Smithers
52.0,-140.0,Smithers
52.0,-139.5,Smithers
52.0,-139.0,Smithers
52.0,-138.5,Smithers
52.0,-138.0,Smithers
52.0,-137.5,Smithers
52.0,-137.0,Smithers
52.0,-136.5,Smithers
52.0,-136.0,Smithers
52.0,-135.5,Smithers
52.0,-135.0,Smithers
52.0,-134.5,Smithers
52.0,-134.0,Smithers
52.0,-133.5,Smithers
52.0,-133.0,Smithers
52.0,-132.5,Smithers
52.0,-132.0,Smithers
52.0,-131.5,Smithers
52.0,-131.0,Smithers
52.0,-130.5,Smithers
52.0,-130.0,Smithers
52.0,-129.5,Smithers
52.0,-129.0,Smithers
52.0,-128.5,Smithers
52.0,-128.0,Smithers
52.0,-127.5,Smithers
52.0,-127.0,Smithers
52.0,-126.5,Smithers
52.0,-126.0,Prince George
52.0,-125.5,Prince George
52.0,-125.0,Prince George
52.0,-124.5,Prince George
52.0,-124.0,Prince George
52.0,-123.5,Prince George
52.0,-123.0,Prince George
52.0,-122.5,Kamloops
52.0,-122.0,Kamloops
52.0,-121.5,Kamloops
52.0,-121.0,Kamloops
52.0,-120.5,Kamloops
52.0,-120.0,Kamloops
52.0,-119.5,Kamloops
52.0,-119.0,Kamloops
52.0,-118.5,Kamloops
52.0,-118.0,Kamloops
52.0,-117.5,Kamloops
52.0,-117.0,Calgary
52.0,-116.5,Calgary
52.0,-116.0,Calgary
52.0,-115.5,Calgary
52.0,-115.0,Calgary
52.0,-114.5,Calgary
52.0,-114.0,Calgary
52.0,-113.5,Calgary
52.0,-113.0,Calgary
52.0,-112.5,Calgary
52.0,-112.0,Calgary
52.0,-111.5,Calgary
52.0,-111.0,Calgary
52.0,-110.5,Saskatoon
52.0,-110.0,Saskatoon
52.0,-109.5,Saskatoon
52.0,-109.0,Saskatoon
52.0,-108.5,Saskatoon
52.0,-108.0,Saskatoon
52.0,-107.5,Saskatoon
52.0,-107.0,Saskatoon
52.0,-106.5,Saskatoon
52.0,-106.0,Saskatoon
52.0,-105.5,Saskatoon
52.0,-105.0,Saskatoon
52.0,-104.5,Saskatoon
52.0,-104.0,Regina
52.0,-103.5,Regina
52.0,-103.0,Regina
52.0,-102.5,Regina
52.0,-102.0,Regina
52.0,-101.5,Regina
52.0,-101.0,Regina
52.0,-100.5,Flin Flon
52.0,-100.0,Winnipeg
52.0,-99.5,Winnipeg
52.0,-99.0,Winnipeg
52.0,-98.5,Winnipeg
52.0,-98.0,Winnipeg
52.0,-97.5,Winnipeg
52.0,-97.0,Winnipeg
52.0,-96.5,Winnipeg
52.0,-96.0,Winnipeg
52.0,-95.5,Winnipeg
52.0,-95.0,Winnipeg
52.0,-94.5,Winnipeg
52.0,-94.0,Winnipeg
52.0,-93.5,Winnipeg
52.0,-93.0,Winnipeg
52.0,-92.5,Winnipeg
52.0,-92.0,Winnipeg
52.0,-91.5,Thunder Bay
52.0,-91.0,Thunder Bay
52.0,-90.5,Thunder Bay
52.0,-90.0,Thunder Bay
52.0,-89.5,Thunder Bay
52.0,-89.0,Thunder Bay
52.0,-88.5,Thunder Bay
52.0,-88.0,Thunder Bay
52.0,-87.5,Thunder Bay
52.0,-87.0,Thunder Bay
52.0,-86.5,Moosonee
52.0,-86.0,Moosonee
52.0,-85.5,Moosonee
52.0,-85.0,Moosonee
52.0,-84.5,Moosonee
52.0,-84.0,Moosonee
52.0,-83.5,Moosonee
52.0,-83.0,Moosonee
52.0,-82.5,Moosonee
52.0,-82.0,Moosonee
52.0,-81.5,Moosonee
52.0,-81.0,Moosonee
52.0,-80.5,Moosonee
52.0,-80.0,Moosonee
52.0,-79.5,Moosonee
52.0,-79.0,Moosonee
52.0,-78.5,Moosonee
52.0,-78.0,Moosonee
52.0,-77.5,Moosonee
52.0,-77.0,Moosonee
52.0,-76.5,Chibougamau
52.0,-76.0,Chibougamau
52.0,-75.5,Chibougamau
52.0,-75.0,Chibougamau
52.0,-74.5,Chibougamau
52.0,-74.0,Chibougamau
52.0,-73.5,Chibougamau
52.0,-73.0,Chibougamau
52.0,-72.5,Chibougamau
52.0,-72.0,Chibougamau
52.0,-71.5,Chibougamau
52.0,-71.0,Chibougamau
52.0,-70.5,Chibougamau
52.0,-70.0,Schefferville
52.0,-69.5,Schefferville
52.0,-69.0,Schefferville
52.0,-68.5,Schefferville
52.0,-68.0,Schefferville
52.0,-67.5,Schefferville
52.0,-67.0,Schefferville
52.0,-66.5,Schefferville
52.0,-66.0,Schefferville
52.0,-65.5,Schefferville
52.0,-65.0,Schefferville
52.0,-64.5,Goose Bay
52.0,-64.0,Goose Bay
52.0,-63.5,Goose Bay
52.0,-63.0,Goose Bay
52.0,-62.5,Goose Bay
52.0,-62.0,Goose Bay
52.0,-61.5,Goose Bay
52.0,-61.0,Goose Bay
52.0,-60.5,Goose Bay
52.0,-60.0,Goose Bay
52.0,-59.5,Goose Bay
52.0,-59.0,Goose Bay
52.0,-58.5,Goose Bay
52.0,-58.0,Goose Bay
52.0,-57.5,Goose Bay
52.0,-57.0,Goose Bay
52.0,-56.5,Goose Bay
52.0,-56.0,Goose Bay
52.0,-55.5,Goose Bay
52.0,-55.0,Goose Bay
52.0,-54.5,Goose Bay
52.0,-54.0,Goose Bay
52.0,-53.5,Goose Bay
52.0,-53.0,St. John's
52.0,-52.5,St. John's
52.5,-141.0,Smithers
52.5,-140.5,Smithers
52.5,-140.0,Smithers
52.5,-139.5,Smithers
52.5,-139.0,Smithers
52.5,-138.5,Smithers
52.5,-138.0,Smithers
52.5,-137.5,Smithers
52.5,-137.0,Smithers
52.5,-136.5,Smithers
52.5,-136.0,Smithers
52.5,-135.5,Smithers
52.5,-135.0,Smithers
52.5,-134.5,Smithers
52.5,-134.0,Smithers
52.5,-133.5,Smithers
52.5,-133.0,Smithers
52.5,-132.5,Smithers
52.5,-132.0,Smithers
52.5,-131.5,Smithers
52.5,-131.0,Smithers
52.5,-130.5,Smithers
52.5,-130.0,Smithers
52.5,-129.5,Smithers
52.5,-129.0,Smithers
52.5,-128.5,Smithers
52.5,-128.0,Smithers
52.5,-127.5,Smithers
52.5,-127.0,Smithers
52.5,-126.5,Smithers
52.5,-126.0,Smithers
52.5,-125.5,Prince George
52.5,-125.0,Prince George
52.5,-124.5,Prince George
52.5,-124.0,Prince George
52.5,-123.5,Prince George
52.5,-123.0,Prince George
52.5,-122.5,Prince George
52.5,-122.0,Prince George
52.5,-121.5,Prince George
52.5,-121.0,Prince George
52.5,-120.5,Kamloops
52.5,-120.0,Kamloops
52.5,-119.5,Kamloops
52.5,-119.0,Kamloops
52.5,-118.5,Kamloops
52.5,-118.0,Kamloops
52.5,-117.5,Kamloops
52.5,-117.0,Calgary
52.5,-116.5,Edmonton
52.5,-116.0,Edmonton
52.5,-115.5,Edmonton
52.5,-115.0,Edmonton
52.5,-114.5,Edmonton
52.5,-114.0,Edmonton
52.5,-113.5,Edmonton
52.5,-113.0,Edmonton
52.5,-112.5,Edmonton
52.5,-112.0,Edmonton
52.5,-111.5,Edmonton
52.5,-111.0,Edmonton
52.5,-110.5,Edmonton
52.5,-110.0,Saskatoon
52.5,-109.5,Saskatoon
52.5,-109.0,Saskatoon
52.5,-108.5,Saskatoon
52.5,-108.0,Saskatoon
52.5,-107.5,Saskatoon
52.5,-107.0,Saskatoon
52.5,-106.5,Saskatoon
52.5,-106.0,Saskatoon
52.5,-105.5,Saskatoon
52.5,-105.0,Saskatoon
52.5,-104.5,Saskatoon
52.5,-104.0,Saskatoon
52.5,-103.5,Saskatoon
52.5,-103.0,Saskatoon
52.5,-102.5,Flin Flon
52.5,-102.0,Flin Flon
52.5,-101.5,Flin Flon
52.5,-101.0,Flin Flon
52.5,-100.5,Flin Flon
52.5,-100.0,Flin Flon
52.5,-99.5,Flin Flon
52.5,-99.0,Flin Flon
52.5,-98.5,Winnipeg
52.5,-98.0,Winnipeg
52.5,-97.5,Winnipeg
52.5,-97.0,Winnipeg
52.5,-96.5,Winnipeg
52.5,-96.0,Winnipeg
52.5,-95.5,Winnipeg
52.5,-95.0,Winnipeg
52.5,-94.5,Winnipeg
52.5,-94.0,Winnipeg
52.5,-93.5,Winnipeg
52.5,-93.0,Winnipeg
52.5,-92.5,Winnipeg
52.5,-92.0,Winnipeg
52.5,-91.5,Thunder Bay
52.5,-91.0,Thunder Bay
52.5,-90.5,Thunder Bay
52.5,-90.0,Thunder Bay
52.5,-89.5,Thunder Bay
52.5,-89.0,Thunder Bay
52.5,-88.5,Thunder Bay
52.5,-88.0,Thunder Bay
52.5,-87.5,Thunder Bay
52.5,-87.0,Moosonee
52.5,-86.5,Moosonee
52.5,-86.0,Moosonee
52.5,-85.5,Moosonee
52.5,-85.0,Moosonee
52.5,-84.5,Moosonee
52.5,-84.0,Moosonee
52.5,-83.5,Moosonee
52.5,-83.0,Moosonee
52.5,-82.5,Moosonee
52.5,-82.0,Moosonee
52.5,-81.5,Moosonee
52.5,-81.0,Moosonee
52.5,-80.5,Moosonee
52.5,-80.0,Moosonee
52.5,-79.5,Moosonee
52.5,-79.0,Moosonee
52.5,-78.5,Moosonee
52.5,-78.0,Moosonee
52.5,-77.5,Moosonee
52.5,-77.0,Moosonee
52.5,-76.5,Moosonee
52.5,-76.0,Chibougamau
52.5,-75.5,Chibougamau
52.5,-75.0,Chibougamau
52.5,-74.5,Chibougamau
52.5,-74.0,Chibougamau
52.5,-73.5,Chibougamau
52.5,-73.0,Chibougamau
52.5,-72.5,Chibougamau
52.5,-72.0,Chibougamau
52.5,-71.5,Chibougamau
52.5,-71.0,Chibougamau
52.5,-70.5,Schefferville
52.5,-70.0,Schefferville
52.5,-69.5,Schefferville
52.5,-69.0,Schefferville
52.5,-68.5,Schefferville
52.5,-68.0,Schefferville
52.5,-67.5,Schefferville
52.5,-67.0,Schefferville
52.5,-66.5,Schefferville
52.5,-66.0,Schefferville
52.5,-65.5,Schefferville
52.5,-65.0,Schefferville
52.5,-64.5,Goose Bay
52.5,-64.0,Goose Bay
52.5,-63.5,Goose Bay
52.5,-63.0,Goose Bay
52.5,-62.5,Goose Bay
52.5,-62.0,Goose Bay
52.5,-61.5,Goose Bay
52.5,-61.0,Goose Bay
52.5,-60.5,Goose Bay
52.5,-60.0,Goose Bay
52.5,-59.5,Goose Bay
52.5,-59.0,Goose Bay
52.5,-58.5,Goose Bay
52.5,-58.0,Goose Bay
52.5,-57.5,Goose Bay
52.5,-57.0,Goose Bay
52.5,-56.5,Goose Bay
52.5,-56.0,Goose Bay
52.5,-55.5,Goose Bay
52.5,-55.0,Goose Bay
52.5,-54.5,Goose Bay
52.5,-54.0,Goose Bay
52.5,-53.5,Goose Bay
52.5,-53.0,Goose Bay
52.5,-52.5,Goose Bay
53.0,-141.0,Dease Lake
53.0,-140.5,Dease Lake
53.0,-140.0,Smithers
53.0,-139.5,Smithers
53.0,-139.0,Smithers
53.0,-138.5,Smithers
53.0,-138.0,Smithers
53.0,-137.5,Smithers
53.0,-137.0,Smithers
53.0,-136.5,Smithers
53.0,-136.0,Smithers
53.0,-135.5,Smithers
53.0,-135.0,Smithers
53.0,-134.5,Smithers
53.0,-134.0,Smithers
53.0,-133.5,Smithers
53.0,-133.0,Smithers
53.0,-132.5,Smithers
53.0,-132.0,Smithers
53.0,-131.5,Smithers
53.0,-131.0,Smithers
53.0,-130.5,Smithers
53.0,-130.0,Smithers
53.0,-129.5,Smithers
53.0,-129.0,Smithers
53.0,-128.5,Smithers
53.0,-128.0,Smithers
53.0,-127.5,Smithers
53.0,-127.0,Smithers
53.0,-126.5,Smithers
53.0,-126.0,Smithers
53.0,-125.5,Prince George
53.0,-125.0,Prince George
53.0,-124.5,Prince George
53.0,-124.0,Prince George
53.0,-123.5,Prince George
53.0,-123.0,Prince George
53.0,-122.5,Prince George
53.0,-122.0,Prince George
53.0,-121.5,Prince George
53.0,-121.0,Prince George
53.0,-120.5,Prince George
53.0,-120.0,Prince George
53.0,-119.5,Prince George
53.0,-119.0,Prince George
53.0,-118.5,Kamloops
53.0,-118.0,Kamloops
53.0,-117.5,Edmonton
53.0,-117.0,Edmonton
53.0,-116.5,Edmonton
53.0,-116.0,Edmonton
53.0,-115.5,Edmonton
53.0,-115.0,Edmonton
53.0,-114.5,Edmonton
53.0,-114.0,Edmonton
53.0,-113.5,Edmonton
53.0,-113.0,Edmonton
53.0,-112.5,Edmonton
53.0,-112.0,Edmonton
53.0,-111.5,Edmonton
53.0,-111.0,Edmonton
53.0,-110.5,Edmonton
53.0,-110.0,Edmonton
53.0,-109.5,Saskatoon
53.0,-109.0,Saskatoon
53.0,-108.5,Saskatoon
53.0,-108.0,Saskatoon
53.0,-107.5,Saskatoon
53.0,-107.0,Saskatoon
53.0,-106.5,Saskatoon
53.0,-106.0,Saskatoon
53.0,-105.5,Saskatoon
53.0,-105.0,Saskatoon
53.0,-104.5,Saskatoon
53.0,-104.0,Saskatoon
53.0,-103.5,Flin Flon
53.0,-103.0,Flin Flon
53.0,-102.5,Flin Flon
53.0,-102.0,Flin Flon
53.0,-101.5,Flin Flon
53.0,-101.0,Flin Flon
53.0,-100.5,Flin Flon
53.0,-100.0,Flin Flon
53.0,-99.5,Flin Flon
53.0,-99.0,Flin Flon
53.0,-98.5,Flin Flon
53.0,-98.0,Flin Flon
53.0,-97.5,Flin Flon
53.0,-97.0,Winnipeg
53.0,-96.5,Winnipeg
53.0,-96.0,Winnipeg
53.0,-95.5,Winnipeg
53.0,-95.0,Winnipeg
53.0,-94.5,Winnipeg
53.0,-94.0,Winnipeg
53.0,-93.5,Winnipeg
53.0,-93.0,Winnipeg
53.0,-92.5,Winnipeg
53.0,-92.0,Winnipeg
53.0,-91.5,Winnipeg
53.0,-91.0,Thunder Bay
53.0,-90.5,Thunder Bay
53.0,-90.0,Thunder Bay
53.0,-89.5,Thunder Bay
53.0,-89.0,Thunder Bay
53.0,-88.5,Thunder Bay
53.0,-88.0,Thunder Bay
53.0,-87.5,Moosonee
53.0,-87.0,Moosonee
53.0,-86.5,Moosonee
53.0,-86.0,Moosonee
53.0,-85.5,Moosonee
53.0,-85.0,Moosonee
53.0,-84.5,Moosonee
53.0,-84.0,Moosonee
53.0,-83.5,Moosonee
53.0,-83.0,Moosonee
53.0,-82.5,Moosonee
53.0,-82.0,Moosonee
53.0,-81.5,Moosonee
53.0,-81.0,Moosonee
53.0,-80.5,Moosonee
53.0,-80.0,Moosonee
53.0,-79.5,Moosonee
53.0,-79.0,Moosonee
53.0,-78.5,Moosonee
53.0,-78.0,Moosonee
53.0,-77.5,Moosonee
53.0,-77.0,Moosonee
53.0,-76.5,Moosonee
53.0,-76.0,Chibougamau
53.0,-75.5,Chibougamau
53.0,-75.0,Chibougamau
53.0,-74.5,Chibougamau
53.0,-74.0,Chibougamau
53.0,-73.5,Chibougamau
53.0,-73.0,Chibougamau
53.0,-72.5,Chibougamau
53.0,-72.0,Chibougamau
53.0,-71.5,Schefferville
53.0,-71.0,Schefferville
53.0,-70.5,Schefferville
53.0,-70.0,Schefferville
53.0,-69.5,Schefferville
53.0,-69.0,Schefferville
53.0,-68.5,Schefferville
53.0,-68.0,Schefferville
53.0,-67.5,Schefferville
53.0,-67.0,Schefferville
53.0,-66.5,Schefferville
53.0,-66.0,Schefferville
53.0,-65.5,Schefferville
53.0,-65.0,Schefferville
53.0,-64.5,Schefferville
53.0,-64.0,Goose Bay
53.0,-63.5,Goose Bay
53.0,-63.0,Goose Bay
53.0,-62.5,Goose Bay
53.0,-62.0,Goose Bay
53.0,-61.5,Goose Bay
53.0,-61.0,Goose Bay
53.0,-60.5,Goose Bay
53.0,-60.0,Goose Bay
53.0,-59.5,Goose Bay
53.0,-59.0,Goose Bay
53.0,-58.5,Goose Bay
53.0,-58.0,Goose Bay
53.0,-57.5,Goose Bay
53.0,-57.0,Goose Bay
53.0,-56.5,Goose Bay
53.0,-56.0,Goose Bay
53.0,-55.5,Goose Bay
53.0,-55.0,Goose Bay
53.0,-54.5,Goose Bay
53.0,-54.0,Goose Bay
53.0,-53.5,Goose Bay
53.0,-53.0,Goose Bay
53.0,-52.5,Goose Bay
53.5,-141.0,Dease Lake
53.5,-140.5,Dease Lake
53.5,-140.0,Dease Lake
53.5,-139.5,Dease Lake
53.5,-139.0,Dease Lake
53.5,-138.5,Smithers
53.5,-138.0,Smithers
53.5,-137.5,Smithers
53.5,-137.0,Smithers
53.5,-136.5,Smithers
53.5,-136.0,Smithers
53.5,-135.5,Smithers
53.5,-135.0,Smithers
53.5,-134.5,Smithers
53.5,-134.0,Smithers
53.5,-133.5,Smithers
53.5,-133.0,Smithers
53.5,-132.5,Smithers
53.5,-132.0,Smithers
53.5,-131.5,Smithers
53.5,-131.0,Smithers
53.5,-130.5,Smithers
53.5,-130.0,Smithers
53.5,-129.5,Smithers
53.5,-129.0,Smithers
53.5,-128.5,Smithers
53.5,-128.0,Smithers
53.5,-127.5,Smithers
53.5,-127.0,Smithers
53.5,-126.5,Smithers
53.5,-126.0,Smithers
53.5,-125.5,Smithers
53.5,-125.0,Prince George
53.5,-124.5,Prince George
53.5,-124.0,Prince George
53.5,-123.5,Prince George
53.5,-123.0,Prince George
53.5,-122.5,Prince George
53.5,-122.0,Prince George
53.5,-121.5,Prince George
53.5,-121.0,Prince George
53.5,-120.5,Prince George
53.5,-120.0,Prince George
53.5,-119.5,Prince George
53.5,-119.0,Prince George
53.5,-118.5,Prince George
53.5,-118.0,Edmonton
53.5,-117.5,Edmonton
53.5,-117.0,Edmonton
53.5,-116.5,Edmonton
53.5,-116.0,Edmonton
53.5,-115.5,Edmonton
53.5,-115.0,Edmonton
53.5,-114.5,Edmonton
53.5,-114.0,Edmonton
53.5,-113.5,Edmonton
53.5,-113.0,Edmonton
53.5,-112.5,Edmonton
53.5,-112.0,Edmonton
53.5,-111.5,Edmonton
53.5,-111.0,Edmonton
53.5,-110.5,Edmonton
53.5,-110.0,Edmonton
53.5,-109.5,Saskatoon
53.5,-109.0,Saskatoon
53.5,-108.5,Saskatoon
53.5,-108.0,Saskatoon
53.5,-107.5,Saskatoon
53.5,-107.0,Saskatoon
53.5,-106.5,Saskatoon
53.5,-106.0,Saskatoon
53.5,-105.5,Saskatoon
53.5,-105.0,La Ronge
53.5,-104.5,La Ronge
53.5,-104.0,La Ronge
53.5,-103.5,Flin Flon
53.5,-103.0,Flin Flon
53.5,-102.5,Flin Flon
53.5,-102.0,Flin Flon
53.5,-101.5,Flin Flon
53.5,-101.0,Flin Flon
53.5,-100.5,Flin Flon
53.5,-100.0,Flin Flon
53.5,-99.5,Flin Flon
53.5,-99.0,Flin Flon
53.5,-98.5,Flin Flon
53.5,-98.0,Flin Flon
53.5,-97.5,Flin Flon
53.5,-97.0,Flin Flon
53.5,-96.5,Flin Flon
53.5,-96.0,Flin Flon
53.5,-95.5,Winnipeg
53.5,-95.0,Winnipeg
53.5,-94.5,Winnipeg
53.5,-94.0,Winnipeg
53.5,-93.5,Winnipeg
53.5,-93.0,Winnipeg
53.5,-92.5,Winnipeg
53.5,-92.0,Winnipeg
53.5,-91.5,Winnipeg
53.5,-91.0,Winnipeg
53.5,-90.5,Thunder Bay
53.5,-90.0,Thunder Bay
53.5,-89.5,Thunder Bay
53.5,-89.0,Thunder Bay
53.5,-88.5,Thunder Bay
53.5,-88.0,Moosonee
53.5,-87.5,Moosonee
53.5,-87.0,Moosonee
53.5,-86.5,Moosonee
53.5,-86.0,Moosonee
53.5,-85.5,Moosonee
53.5,-85.0,Moosonee
53.5,-84.5,Moosonee
53.5,-84.0,Moosonee
53.5,-83.5,Moosonee
53.5,-83.0,Moosonee
53.5,-82.5,Moosonee
53.5,-82.0,Moosonee
53.5,-81.5,Moosonee
53.5,-81.0,Moosonee
53.5,-80.5,Moosonee
53.5,-80.0,Moosonee
53.5,-79.5,Moosonee
53.5,-79.0,Moosonee
53.5,-78.5,Moosonee
53.5,-78.0,Moosonee
53.5,-77.5,Moosonee
53.5,-77.0,Moosonee
53.5,-76.5,Moosonee
53.5,-76.0,Moosonee
53.5,-75.5,Chibougamau
53.5,-75.0,Chibougamau
53.5,-74.5,Chibougamau
53.5,-74.0,Chibougamau
53.5,-73.5,Chibougamau
53.5,-73.0,Chibougamau
53.5,-72.5,Schefferville
53.5,-72.0,Schefferville
53.5,-71.5,Schefferville
53.5,-71.0,Schefferville
53.5,-70.5,Schefferville
53.5,-70.0,Schefferville
53.5,-69.5,Schefferville
53.5,-69.0,Schefferville
53.5,-68.5,Schefferville
53.5,-68.0,Schefferville
53.5,-67.5,Schefferville
53.5,-67.0,Schefferville
53.5,-66.5,Schefferville
53.5,-66.0,Schefferville
53.5,-65.5,Schefferville
53.5,-65.0,Schefferville
53.5,-64.5,Schefferville
53.5,-64.0,Schefferville
53.5,-63.5,Goose Bay
53.5,-63.0,Goose Bay
53.5,-62.5,Goose Bay
53.5,-62.0,Goose Bay
53.5,-61.5,Goose Bay
53.5,-61.0,Goose Bay
53.5,-60.5,Goose Bay
53.5,-60.0,Goose Bay
53.5,-59.5,Goose Bay
53.5,-59.0,Goose Bay
53.5,-58.5,Goose Bay
53.5,-58.0,Goose Bay
53.5,-57.5,Goose Bay
53.5,-57.0,Goose Bay
53.5,-56.5,Goose Bay
53.5,-56.0,Goose Bay
53.5,-55.5,Goose Bay
53.5,-55.0,Goose Bay
53.5,-54.5,Goose Bay
53.5,-54.0,Goose Bay
53.5,-53.5,Goose Bay
53.5,-53.0,Goose Bay
53.5,-52.5,Goose Bay
54.0,-141.0,Whitehorse
54.0,-140.5,Whitehorse
54.0,-140.0,Dease Lake
54.0,-139.5,Dease Lake
54.0,-139.0,Dease Lake
54.0,-138.5,Dease Lake
54.0,-138.0,Dease Lake
54.0,-137.5,Dease Lake
54.0,-137.0,Smithers
54.0,-136.5,Smithers
54.0,-136.0,Smithers
54.0,-135.5,Smithers
54.0,-135.0,Smithers
54.0,-134.5,Smithers
54.0,-134.0,Smithers
54.0,-133.5,Smithers
54.0,-133.0,Smithers
54.0,-132.5,Smithers
54.0,-132.0,Smithers
54.0,-131.5,Smithers
54.0,-131.0,Smithers
54.0,-130.5,Smithers
54.0,-130.0,Smithers
54.0,-129.5,Smithers
