cell_id,lat,lon
62.5000_-132.0000,62.5,-132.0
62.5000_-132.5000,62.5,-132.5
62.5000_-133.0000,62.5,-133.0
62.5000_-133.5000,62.5,-133.5
62.5000_-134.0000,62.5,-134.0
62.5000_-134.5000,62.5,-134.5
62.5000_-135.0000,62.5,-135.0
62.5000_-135.5000,62.5,-135.5
62.5000_-136.0000,62.5,-136.0
62.5000_-136.5000,62.5,-136.5
62.5000_-137.0000,62.5,-137.0
62.5000_-137.5000,62.5,-137.5
62.5000_-138.0000,62.5,-138.0
62.5000_-138.5000,62.5,-138.5
62.5000_-139.0000,62.5,-139.0
62.5000_-139.5000,62.5,-139.5
62.5000_-140.0000,62.5,-140.0
62.5000_-140.5000,62.5,-140.5
62.5000_-141.0000,62.5,-141.0
62.5000_-64.5000,62.5,-64.5
62.5000_-65.0000,62.5,-65.0
62.5000_-66.5000,62.5,-66.5
62.5000_-67.0000,62.5,-67.0
62.5000_-67.5000,62.5,-67.5
62.5000_-68.0000,62.5,-68.0
62.5000_-68.5000,62.5,-68.5
62.5000_-69.0000,62.5,-69.0
62.5000_-69.5000,62.5,-69.5
62.5000_-70.5000,62.5,-70.5
62.5000_-73.5000,62.5,-73.5
62.5000_-74.0000,62.5,-74.0
62.5000_-76.5000,62.5,-76.5
62.5000_-77.0000,62.5,-77.0
62.5000_-77.5000,62.5,-77.5
62.5000_-78.0000,62.5,-78.0
62.5000_-79.5000,62.5,-79.5
62.5000_-82.5000,62.5,-82.5
62.5000_-83.0000,62.5,-83.0
62.5000_-83.5000,62.5,-83.5
62.5000_-84.0000,62.5,-84.0
62.5000_-92.0000,62.5,-92.0
62.5000_-92.5000,62.5,-92.5
62.5000_-93.0000,62.5,-93.0
62.5000_-93.5000,62.5,-93.5
62.5000_-94.0000,62.5,-94.0
62.5000_-94.5000,62.5,-94.5
62.5000_-95.0000,62.5,-95.0
62.5000_-95.5000,62.5,-95.5
62.5000_-96.0000,62.5,-96.0
62.5000_-96.5000,62.5,-96.5
62.5000_-97.0000,62.5,-97.0
62.5000_-97.5000,62.5,-97.5
62.5000_-98.0000,62.5,-98.0
62.5000_-98.5000,62.5,-98.5
62.5000_-99.0000,62.5,-99.0
62.5000_-99.5000,62.5,-99.5
63.0000_-100.0000,63.0,-100.0
63.0000_-100.5000,63.0,-100.5
63.0000_-101.0000,63.0,-101.0
63.0000_-101.5000,63.0,-101.5
63.0000_-102.0000,63.0,-102.0
63.0000_-102.5000,63.0,-102.5
63.0000_-103.0000,63.0,-103.0
63.0000_-103.5000,63.0,-103.5
63.0000_-104.0000,63.0,-104.0
63.0000_-104.5000,63.0,-104.5
63.0000_-105.0000,63.0,-105.0
63.0000_-105.5000,63.0,-105.5
63.0000_-106.0000,63.0,-106.0
63.0000_-106.5000,63.0,-106.5
63.0000_-107.0000,63.0,-107.0
63.0000_-107.5000,63.0,-107.5
63.0000_-108.0000,63.0,-108.0
63.0000_-108.5000,63.0,-108.5
63.0000_-109.0000,63.0,-109.0
63.0000_-109.5000,63.0,-109.5
63.0000_-110.0000,63.0,-110.0
63.0000_-110.5000,63.0,-110.5
63.0000_-111.0000,63.0,-111.0
63.0000_-111.5000,63.0,-111.5
63.0000_-112.0000,63.0,-112.0
63.0000_-112.5000,63.0,-112.5
63.0000_-113.0000,63.0,-113.0
63.0000_-113.5000,63.0,-113.5
63.0000_-114.0000,63.0,-114.0
63.0000_-114.5000,63.0,-114.5
63.0000_-115.0000,63.0,-115.0
63.0000_-115.5000,63.0,-115.5
63.0000_-116.0000,63.0,-116.0
63.0000_-116.5000,63.0,-116.5
63.0000_-117.0000,63.0,-117.0
63.0000_-117.5000,63.0,-117.5
63.0000_-118.0000,63.0,-118.0
63.0000_-118.5000,63.0,-118.5
63.0000_-119.0000,63.0,-119.0
63.0000_-119.5000,63.0,-119.5
63.0000_-120.0000,63.0,-120.0
63.0000_-120.5000,63.0,-120.5
63.0000_-121.0000,63.0,-121.0
63.0000_-121.5000,63.0,-121.5
63.0000_-122.0000,63.0,-122.0
63.0000_-122.5000,63.0,-122.5
63.0000_-123.0000,63.0,-123.0
63.0000_-123.5000,63.0,-123.5
63.0000_-124.0000,63.0,-124.0
63.0000_-124.5000,63.0,-124.5
63.0000_-125.0000,63.0,-125.0
63.0000_-125.5000,63.0,-125.5
63.0000_-126.0000,63.0,-126.0
63.0000_-126.5000,63.0,-126.5
63.0000_-127.0000,63.0,-127.0
63.0000_-127.5000,63.0,-127.5
63.0000_-128.0000,63.0,-128.0
63.0000_-128.5000,63.0,-128.5
63.0000_-129.0000,63.0,-129.0
63.0000_-129.5000,63.0,-129.5
63.0000_-130.0000,63.0,-130.0
63.0000_-130.5000,63.0,-130.5
63.0000_-131.0000,63.0,-131.0
63.0000_-131.5000,63.0,-131.5
63.0000_-132.0000,63.0,-132.0
63.0000_-132.5000,63.0,-132.5
63.0000_-133.0000,63.0,-133.0
63.0000_-133.5000,63.0,-133.5
63.0000_-134.0000,63.0,-134.0
63.0000_-134.5000,63.0,-134.5
63.0000_-135.0000,63.0,-135.0
63.0000_-135.5000,63.0,-135.5
63.0000_-136.0000,63.0,-136.0
63.0000_-136.5000,63.0,-136.5
63.0000_-137.0000,63.0,-137.0
63.0000_-137.5000,63.0,-137.5
63.0000_-138.0000,63.0,-138.0
63.0000_-138.5000,63.0,-138.5
63.0000_-139.0000,63.0,-139.0
63.0000_-139.5000,63.0,-139.5
63.0000_-140.0000,63.0,-140.0
63.0000_-140.5000,63.0,-140.5
63.0000_-141.0000,63.0,-141.0
63.0000_-65.0000,63.0,-65.0
63.0000_-65.5000,63.0,-65.5
63.0000_-66.0000,63.0,-66.0
63.0000_-66.5000,63.0,-66.5
63.0000_-67.0000,63.0,-67.0
63.0000_-67.5000,63.0,-67.5
63.0000_-68.0000,63.0,-68.0
63.0000_-68.5000,63.0,-68.5
63.0000_-69.0000,63.0,-69.0
63.0000_-69.5000,63.0,-69.5
63.0000_-70.0000,63.0,-70.0
63.0000_-70.5000,63.0,-70.5
63.0000_-71.0000,63.0,-71.0
63.0000_-71.5000,63.0,-71.5
63.0000_-78.0000,63.0,-78.0
63.0000_-82.0000,63.0,-82.0
63.0000_-82.5000,63.0,-82.5
63.0000_-90.5000,63.0,-90.5
63.0000_-91.0000,63.0,-91.0
63.0000_-91.5000,63.0,-91.5
63.0000_-92.0000,63.0,-92.0
63.0000_-92.5000,63.0,-92.5
63.0000_-93.0000,63.0,-93.0
63.0000_-93.5000,63.0,-93.5
63.0000_-94.0000,63.0,-94.0
63.0000_-94.5000,63.0,-94.5
63.0000_-95.0000,63.0,-95.0
63.0000_-95.5000,63.0,-95.5
63.0000_-96.0000,63.0,-96.0
63.0000_-96.5000,63.0,-96.5
63.0000_-97.0000,63.0,-97.0
63.0000_-97.5000,63.0,-97.5
63.0000_-98.0000,63.0,-98.0
63.0000_-98.5000,63.0,-98.5
63.0000_-99.0000,63.0,-99.0
63.0000_-99.5000,63.0,-99.5
63.5000_-100.0000,63.5,-100.0
63.5000_-100.5000,63.5,-100.5
63.5000_-101.0000,63.5,-101.0
63.5000_-101.5000,63.5,-101.5
63.5000_-102.0000,63.5,-102.0
63.5000_-102.5000,63.5,-102.5
63.5000_-103.0000,63.5,-103.0
63.5000_-103.5000,63.5,-103.5
63.5000_-104.0000,63.5,-104.0
63.5000_-104.5000,63.5,-104.5
63.5000_-105.0000,63.5,-105.0
63.5000_-105.5000,63.5,-105.5
63.5000_-106.0000,63.5,-106.0
63.5000_-106.5000,63.5,-106.5
63.5000_-107.0000,63.5,-107.0
63.5000_-107.5000,63.5,-107.5
63.5000_-108.0000,63.5,-108.0
63.5000_-108.5000,63.5,-108.5
63.5000_-109.0000,63.5,-109.0
63.5000_-109.5000,63.5,-109.5
63.5000_-110.0000,63.5,-110.0
63.5000_-110.5000,63.5,-110.5
63.5000_-111.0000,63.5,-111.0
63.5000_-111.5000,63.5,-111.5
63.5000_-112.0000,63.5,-112.0
63.5000_-112.5000,63.5,-112.5
63.5000_-113.0000,63.5,-113.0
63.5000_-113.5000,63.5,-113.5
63.5000_-114.0000,63.5,-114.0
63.5000_-114.5000,63.5,-114.5
63.5000_-115.0000,63.5,-115.0
63.5000_-115.5000,63.5,-115.5
63.5000_-116.0000,63.5,-116.0
63.5000_-116.5000,63.5,-116.5
63.5000_-117.0000,63.5,-117.0
63.5000_-117.5000,63.5,-117.5
63.5000_-118.0000,63.5,-118.0
63.5000_-118.5000,63.5,-118.5
63.5000_-119.0000,63.5,-119.0
63.5000_-119.5000,63.5,-119.5
63.5000_-120.0000,63.5,-120.0
63.5000_-120.5000,63.5,-120.5
63.5000_-121.0000,63.5,-121.0
63.5000_-121.5000,63.5,-121.5
63.5000_-122.0000,63.5,-122.0
63.5000_-122.5000,63.5,-122.5
63.5000_-123.0000,63.5,-123.0
63.5000_-123.5000,63.5,-123.5
63.5000_-124.0000,63.5,-124.0
63.5000_-124.5000,63.5,-124.5
63.5000_-125.0000,63.5,-125.0
63.5000_-125.5000,63.5,-125.5
63.5000_-126.0000,63.5,-126.0
63.5000_-126.5000,63.5,-126.5
63.5000_-127.0000,63.5,-127.0
63.5000_-127.5000,63.5,-127.5
63.5000_-128.0000,63.5,-128.0
63.5000_-128.5000,63.5,-128.5
63.5000_-129.0000,63.5,-129.0
63.5000_-129.5000,63.5,-129.5
63.5000_-130.0000,63.5,-130.0
63.5000_-130.5000,63.5,-130.5
63.5000_-131.0000,63.5,-131.0
63.5000_-131.5000,63.5,-131.5
63.5000_-132.0000,63.5,-132.0
63.5000_-132.5000,63.5,-132.5
63.5000_-133.0000,63.5,-133.0
63.5000_-133.5000,63.5,-133.5
63.5000_-134.0000,63.5,-134.0
63.5000_-134.5000,63.5,-134.5
63.5000_-135.0000,63.5,-135.0
63.5000_-135.5000,63.5,-135.5
63.5000_-136.0000,63.5,-136.0
63.5000_-136.5000,63.5,-136.5
63.5000_-137.0000,63.5,-137.0
63.5000_-137.5000,63.5,-137.5
63.5000_-138.0000,63.5,-138.0
63.5000_-138.5000,63.5,-138.5
63.5000_-139.0000,63.5,-139.0
63.5000_-139.5000,63.5,-139.5
63.5000_-140.0000,63.5,-140.0
63.5000_-140.5000,63.5,-140.5
63.5000_-141.0000,63.5,-141.0
63.5000_-64.0000,63.5,-64.0
63.5000_-64.5000,63.5,-64.5
63.5000_-65.0000,63.5,-65.0
63.5000_-65.5000,63.5,-65.5
63.5000_-66.0000,63.5,-66.0
63.5000_-66.5000,63.5,-66.5
63.5000_-67.0000,63.5,-67.0
63.5000_-67.5000,63.5,-67.5
63.5000_-68.0000,63.5,-68.0
63.5000_-68.5000,63.5,-68.5
63.5000_-69.0000,63.5,-69.0
63.5000_-69.5000,63.5,-69.5
63.5000_-70.0000,63.5,-70.0
63.5000_-70.5000,63.5,-70.5
63.5000_-71.0000,63.5,-71.0
63.5000_-71.5000,63.5,-71.5
63.5000_-72.0000,63.5,-72.0
63.5000_-76.5000,63.5,-76.5
63.5000_-77.0000,63.5,-77.0
63.5000_-78.0000,63.5,-78.0
63.5000_-78.5000,63.5,-78.5
63.5000_-81.0000,63.5,-81.0
63.5000_-81.5000,63.5,-81.5
63.5000_-84.5000,63.5,-84.5
63.5000_-85.0000,63.5,-85.0
63.5000_-85.5000,63.5,-85.5
63.5000_-87.0000,63.5,-87.0
63.5000_-90.5000,63.5,-90.5
63.5000_-91.0000,63.5,-91.0
63.5000_-91.5000,63.5,-91.5
63.5000_-92.0000,63.5,-92.0
63.5000_-92.5000,63.5,-92.5
63.5000_-93.0000,63.5,-93.0
63.5000_-93.5000,63.5,-93.5
63.5000_-94.0000,63.5,-94.0
63.5000_-94.5000,63.5,-94.5
63.5000_-95.0000,63.5,-95.0
63.5000_-95.5000,63.5,-95.5
63.5000_-96.0000,63.5,-96.0
63.5000_-96.5000,63.5,-96.5
63.5000_-97.0000,63.5,-97.0
63.5000_-97.5000,63.5,-97.5
63.5000_-98.0000,63.5,-98.0
63.5000_-98.5000,63.5,-98.5
63.5000_-99.0000,63.5,-99.0
63.5000_-99.5000,63.5,-99.5
64.0000_-100.0000,64.0,-100.0
64.0000_-100.5000,64.0,-100.5
64.0000_-101.0000,64.0,-101.0
64.0000_-101.5000,64.0,-101.5
64.0000_-102.0000,64.0,-102.0
64.0000_-102.5000,64.0,-102.5
64.0000_-103.0000,64.0,-103.0
64.0000_-103.5000,64.0,-103.5
64.0000_-104.0000,64.0,-104.0
64.0000_-104.5000,64.0,-104.5
64.0000_-105.0000,64.0,-105.0
64.0000_-105.5000,64.0,-105.5
64.0000_-106.0000,64.0,-106.0
64.0000_-106.5000,64.0,-106.5
64.0000_-107.0000,64.0,-107.0
64.0000_-107.5000,64.0,-107.5
64.0000_-108.0000,64.0,-108.0
64.0000_-108.5000,64.0,-108.5
64.0000_-109.0000,64.0,-109.0
64.0000_-109.5000,64.0,-109.5
64.0000_-110.0000,64.0,-110.0
64.0000_-110.5000,64.0,-110.5
64.0000_-111.0000,64.0,-111.0
64.0000_-111.5000,64.0,-111.5
64.0000_-112.0000,64.0,-112.0
64.0000_-112.5000,64.0,-112.5
64.0000_-113.0000,64.0,-113.0
64.0000_-113.5000,64.0,-113.5
64.0000_-114.0000,64.0,-114.0
64.0000_-114.5000,64.0,-114.5
64.0000_-115.0000,64.0,-115.0
64.0000_-115.5000,64.0,-115.5
64.0000_-116.0000,64.0,-116.0
64.0000_-116.5000,64.0,-116.5
64.0000_-117.0000,64.0,-117.0
64.0000_-117.5000,64.0,-117.5
64.0000_-118.0000,64.0,-118.0
64.0000_-118.5000,64.0,-118.5
64.0000_-119.0000,64.0,-119.0
64.0000_-119.5000,64.0,-119.5
64.0000_-120.0000,64.0,-120.0
64.0000_-120.5000,64.0,-120.5
64.0000_-121.0000,64.0,-121.0
64.0000_-121.5000,64.0,-121.5
64.0000_-122.0000,64.0,-122.0
64.0000_-122.5000,64.0,-122.5
64.0000_-123.0000,64.0,-123.0
64.0000_-123.5000,64.0,-123.5
64.0000_-124.0000,64.0,-124.0
64.0000_-124.5000,64.0,-124.5
64.0000_-125.0000,64.0,-125.0
64.0000_-125.5000,64.0,-125.5
64.0000_-126.0000,64.0,-126.0
64.0000_-126.5000,64.0,-126.5
64.0000_-127.0000,64.0,-127.0
64.0000_-127.5000,64.0,-127.5
64.0000_-128.0000,64.0,-128.0
64.0000_-128.5000,64.0,-128.5
64.0000_-129.0000,64.0,-129.0
64.0000_-129.5000,64.0,-129.5
64.0000_-130.0000,64.0,-130.0
64.0000_-130.5000,64.0,-130.5
64.0000_-131.0000,64.0,-131.0
64.0000_-131.5000,64.0,-131.5
64.0000_-132.0000,64.0,-132.0
64.0000_-132.5000,64.0,-132.5
64.0000_-133.0000,64.0,-133.0
64.0000_-133.5000,64.0,-133.5
64.0000_-134.0000,64.0,-134.0
64.0000_-134.5000,64.0,-134.5
64.0000_-135.0000,64.0,-135.0
64.0000_-135.5000,64.0,-135.5
64.0000_-136.0000,64.0,-136.0
64.0000_-136.5000,64.0,-136.5
64.0000_-137.0000,64.0,-137.0
64.0000_-137.5000,64.0,-137.5
64.0000_-138.0000,64.0,-138.0
64.0000_-138.5000,64.0,-138.5
64.0000_-139.0000,64.0,-139.0
64.0000_-139.5000,64.0,-139.5
64.0000_-140.0000,64.0,-140.0
64.0000_-140.5000,64.0,-140.5
64.0000_-141.0000,64.0,-141.0
64.0000_-64.5000,64.0,-64.5
64.0000_-65.0000,64.0,-65.0
64.0000_-65.5000,64.0,-65.5
64.0000_-66.0000,64.0,-66.0
64.0000_-66.5000,64.0,-66.5
64.0000_-67.0000,64.0,-67.0
64.0000_-67.5000,64.0,-67.5
64.0000_-68.0000,64.0,-68.0
64.0000_-68.5000,64.0,-68.5
64.0000_-69.0000,64.0,-69.0
64.0000_-69.5000,64.0,-69.5
64.0000_-70.0000,64.0,-70.0
64.0000_-70.5000,64.0,-70.5
64.0000_-71.0000,64.0,-71.0
64.0000_-71.5000,64.0,-71.5
64.0000_-72.0000,64.0,-72.0
64.0000_-72.5000,64.0,-72.5
64.0000_-73.0000,64.0,-73.0
64.0000_-77.5000,64.0,-77.5
64.0000_-78.0000,64.0,-78.0
64.0000_-80.5000,64.0,-80.5
64.0000_-81.0000,64.0,-81.0
64.0000_-81.5000,64.0,-81.5
64.0000_-82.0000,64.0,-82.0
64.0000_-82.5000,64.0,-82.5
64.0000_-83.0000,64.0,-83.0
64.0000_-83.5000,64.0,-83.5
64.0000_-84.0000,64.0,-84.0
64.0000_-84.5000,64.0,-84.5
64.0000_-85.0000,64.0,-85.0
64.0000_-85.5000,64.0,-85.5
64.0000_-86.0000,64.0,-86.0
64.0000_-86.5000,64.0,-86.5
64.0000_-87.0000,64.0,-87.0
64.0000_-88.5000,64.0,-88.5
64.0000_-89.0000,64.0,-89.0
64.0000_-89.5000,64.0,-89.5
64.0000_-90.0000,64.0,-90.0
64.0000_-90.5000,64.0,-90.5
64.0000_-91.0000,64.0,-91.0
64.0000_-91.5000,64.0,-91.5
64.0000_-92.0000,64.0,-92.0
64.0000_-92.5000,64.0,-92.5
64.0000_-93.0000,64.0,-93.0
64.0000_-93.5000,64.0,-93.5
64.0000_-94.0000,64.0,-94.0
64.0000_-94.5000,64.0,-94.5
64.0000_-95.0000,64.0,-95.0
64.0000_-95.5000,64.0,-95.5
64.0000_-96.0000,64.0,-96.0
64.0000_-96.5000,64.0,-96.5
64.0000_-97.0000,64.0,-97.0
64.0000_-97.5000,64.0,-97.5
64.0000_-98.0000,64.0,-98.0
64.0000_-98.5000,64.0,-98.5
64.0000_-99.0000,64.0,-99.0
64.0000_-99.5000,64.0,-99.5
64.5000_-100.0000,64.5,-100.0
64.5000_-100.5000,64.5,-100.5
64.5000_-101.0000,64.5,-101.0
64.5000_-101.5000,64.5,-101.5
64.5000_-102.0000,64.5,-102.0
64.5000_-102.5000,64.5,-102.5
64.5000_-103.0000,64.5,-103.0
64.5000_-103.5000,64.5,-103.5
64.5000_-104.0000,64.5,-104.0
64.5000_-104.5000,64.5,-104.5
64.5000_-105.0000,64.5,-105.0
64.5000_-105.5000,64.5,-105.5
64.5000_-106.0000,64.5,-106.0
64.5000_-106.5000,64.5,-106.5
64.5000_-107.0000,64.5,-107.0
64.5000_-107.5000,64.5,-107.5
64.5000_-108.0000,64.5,-108.0
64.5000_-108.5000,64.5,-108.5
64.5000_-109.0000,64.5,-109.0
64.5000_-109.5000,64.5,-109.5
64.5000_-110.0000,64.5,-110.0
64.5000_-110.5000,64.5,-110.5
64.5000_-111.0000,64.5,-111.0
64.5000_-111.5000,64.5,-111.5
64.5000_-112.0000,64.5,-112.0
64.5000_-112.5000,64.5,-112.5
64.5000_-113.0000,64.5,-113.0
64.5000_-113.5000,64.5,-113.5
64.5000_-114.0000,64.5,-114.0
64.5000_-114.5000,64.5,-114.5
64.5000_-115.0000,64.5,-115.0
64.5000_-115.5000,64.5,-115.5
64.5000_-116.0000,64.5,-116.0
64.5000_-116.5000,64.5,-116.5
64.5000_-117.0000,64.5,-117.0
64.5000_-117.5000,64.5,-117.5
64.5000_-118.0000,64.5,-118.0
64.5000_-118.5000,64.5,-118.5
64.5000_-119.0000,64.5,-119.0
64.5000_-119.5000,64.5,-119.5
64.5000_-120.0000,64.5,-120.0
64.5000_-120.5000,64.5,-120.5
64.5000_-121.0000,64.5,-121.0
64.5000_-121.5000,64.5,-121.5
64.5000_-122.0000,64.5,-122.0
64.5000_-122.5000,64.5,-122.5
64.5000_-123.0000,64.5,-123.0
64.5000_-123.5000,64.5,-123.5
64.5000_-124.0000,64.5,-124.0
64.5000_-124.5000,64.5,-124.5
64.5000_-125.0000,64.5,-125.0
64.5000_-125.5000,64.5,-125.5
64.5000_-126.0000,64.5,-126.0
64.5000_-126.5000,64.5,-126.5
64.5000_-127.0000,64.5,-127.0
64.5000_-127.5000,64.5,-127.5
64.5000_-128.0000,64.5,-128.0
64.5000_-128.5000,64.5,-128.5
64.5000_-129.0000,64.5,-129.0
64.5000_-129.5000,64.5,-129.5
64.5000_-130.0000,64.5,-130.0
64.5000_-130.5000,64.5,-130.5
64.5000_-131.0000,64.5,-131.0
64.5000_-131.5000,64.5,-131.5
64.5000_-132.0000,64.5,-132.0
64.5000_-132.5000,64.5,-132.5
64.5000_-133.0000,64.5,-133.0
64.5000_-133.5000,64.5,-133.5
64.5000_-134.0000,64.5,-134.0
64.5000_-134.5000,64.5,-134.5
64.5000_-135.0000,64.5,-135.0
64.5000_-135.5000,64.5,-135.5
64.5000_-136.0000,64.5,-136.0
64.5000_-136.5000,64.5,-136.5
64.5000_-137.0000,64.5,-137.0
64.5000_-137.5000,64.5,-137.5
64.5000_-138.0000,64.5,-138.0
64.5000_-138.5000,64.5,-138.5
64.5000_-139.0000,64.5,-139.0
64.5000_-139.5000,64.5,-139.5
64.5000_-140.0000,64.5,-140.0
64.5000_-140.5000,64.5,-140.5
64.5000_-141.0000,64.5,-141.0
64.5000_-65.0000,64.5,-65.0
64.5000_-65.5000,64.5,-65.5
64.5000_-66.0000,64.5,-66.0
64.5000_-66.5000,64.5,-66.5
64.5000_-67.0000,64.5,-67.0
64.5000_-67.5000,64.5,-67.5
64.5000_-68.0000,64.5,-68.0
64.5000_-68.5000,64.5,-68.5
64.5000_-69.0000,64.5,-69.0
64.5000_-69.5000,64.5,-69.5
64.5000_-70.0000,64.5,-70.0
64.5000_-70.5000,64.5,-70.5
64.5000_-71.0000,64.5,-71.0
64.5000_-71.5000,64.5,-71.5
64.5000_-72.0000,64.5,-72.0
64.5000_-72.5000,64.5,-72.5
64.5000_-73.0000,64.5,-73.0
64.5000_-73.5000,64.5,-73.5
64.5000_-74.0000,64.5,-74.0
64.5000_-74.5000,64.5,-74.5
64.5000_-75.0000,64.5,-75.0
64.5000_-75.5000,64.5,-75.5
64.5000_-76.0000,64.5,-76.0
64.5000_-76.5000,64.5,-76.5
64.5000_-77.0000,64.5,-77.0
64.5000_-77.5000,64.5,-77.5
64.5000_-78.0000,64.5,-78.0
64.5000_-82.0000,64.5,-82.0
64.5000_-82.5000,64.5,-82.5
64.5000_-83.0000,64.5,-83.0
64.5000_-83.5000,64.5,-83.5
64.5000_-84.0000,64.5,-84.0
64.5000_-84.5000,64.5,-84.5
64.5000_-85.0000,64.5,-85.0
64.5000_-85.5000,64.5,-85.5
64.5000_-86.0000,64.5,-86.0
64.5000_-86.5000,64.5,-86.5
64.5000_-87.5000,64.5,-87.5
64.5000_-88.0000,64.5,-88.0
64.5000_-88.5000,64.5,-88.5
64.5000_-89.0000,64.5,-89.0
64.5000_-89.5000,64.5,-89.5
64.5000_-90.0000,64.5,-90.0
64.5000_-90.5000,64.5,-90.5
64.5000_-91.0000,64.5,-91.0
64.5000_-91.5000,64.5,-91.5
64.5000_-92.0000,64.5,-92.0
64.5000_-92.5000,64.5,-92.5
64.5000_-93.0000,64.5,-93.0
64.5000_-93.5000,64.5,-93.5
64.5000_-94.0000,64.5,-94.0
64.5000_-94.5000,64.5,-94.5
64.5000_-95.0000,64.5,-95.0
64.5000_-95.5000,64.5,-95.5
64.5000_-96.0000,64.5,-96.0
64.5000_-96.5000,64.5,-96.5
64.5000_-97.0000,64.5,-97.0
64.5000_-97.5000,64.5,-97.5
64.5000_-98.0000,64.5,-98.0
64.5000_-98.5000,64.5,-98.5
64.5000_-99.0000,64.5,-99.0
64.5000_-99.5000,64.5,-99.5
65.0000_-100.0000,65.0,-100.0
65.0000_-100.5000,65.0,-100.5
65.0000_-101.0000,65.0,-101.0
65.0000_-101.5000,65.0,-101.5
65.0000_-102.0000,65.0,-102.0
65.0000_-102.5000,65.0,-102.5
65.0000_-103.0000,65.0,-103.0
65.0000_-103.5000,65.0,-103.5
65.0000_-104.0000,65.0,-104.0
65.0000_-104.5000,65.0,-104.5
65.0000_-105.0000,65.0,-105.0
65.0000_-105.5000,65.0,-105.5
65.0000_-106.0000,65.0,-106.0
65.0000_-106.5000,65.0,-106.5
65.0000_-107.0000,65.0,-107.0
65.0000_-107.5000,65.0,-107.5
65.0000_-108.0000,65.0,-108.0
65.0000_-108.5000,65.0,-108.5
65.0000_-109.0000,65.0,-109.0
65.0000_-109.5000,65.0,-109.5
65.0000_-110.0000,65.0,-110.0
65.0000_-110.5000,65.0,-110.5
65.0000_-111.0000,65.0,-111.0
65.0000_-111.5000,65.0,-111.5
65.0000_-112.0000,65.0,-112.0
65.0000_-112.5000,65.0,-112.5
65.0000_-113.0000,65.0,-113.0
65.0000_-113.5000,65.0,-113.5
65.0000_-114.0000,65.0,-114.0
65.0000_-114.5000,65.0,-114.5
65.0000_-115.0000,65.0,-115.0
65.0000_-115.5000,65.0,-115.5
65.0000_-116.0000,65.0,-116.0
65.0000_-116.5000,65.0,-116.5
65.0000_-117.0000,65.0,-117.0
65.0000_-117.5000,65.0,-117.5
65.0000_-118.0000,65.0,-118.0
65.0000_-118.5000,65.0,-118.5
65.0000_-119.0000,65.0,-119.0
65.0000_-119.5000,65.0,-119.5
65.0000_-120.0000,65.0,-120.0
65.0000_-120.5000,65.0,-120.5
65.0000_-121.0000,65.0,-121.0
65.0000_-121.5000,65.0,-121.5
65.0000_-122.0000,65.0,-122.0
65.0000_-122.5000,65.0,-122.5
65.0000_-123.0000,65.0,-123.0
65.0000_-123.5000,65.0,-123.5
65.0000_-124.0000,65.0,-124.0
65.0000_-124.5000,65.0,-124.5
65.0000_-125.0000,65.0,-125.0
65.0000_-125.5000,65.0,-125.5
65.0000_-126.0000,65.0,-126.0
65.0000_-126.5000,65.0,-126.5
65.0000_-127.0000,65.0,-127.0
65.0000_-127.5000,65.0,-127.5
65.0000_-128.0000,65.0,-128.0
65.0000_-128.5000,65.0,-128.5
65.0000_-129.0000,65.0,-129.0
65.0000_-129.5000,65.0,-129.5
65.0000_-130.0000,65.0,-130.0
65.0000_-130.5000,65.0,-130.5
65.0000_-131.0000,65.0,-131.0
65.0000_-131.5000,65.0,-131.5
65.0000_-132.0000,65.0,-132.0
65.0000_-132.5000,65.0,-132.5
65.0000_-133.0000,65.0,-133.0
65.0000_-133.5000,65.0,-133.5
65.0000_-134.0000,65.0,-134.0
65.0000_-134.5000,65.0,-134.5
65.0000_-135.0000,65.0,-135.0
65.0000_-135.5000,65.0,-135.5
65.0000_-136.0000,65.0,-136.0
65.0000_-136.5000,65.0,-136.5
65.0000_-137.0000,65.0,-137.0
65.0000_-137.5000,65.0,-137.5
65.0000_-138.0000,65.0,-138.0
65.0000_-138.5000,65.0,-138.5
65.0000_-139.0000,65.0,-139.0
65.0000_-139.5000,65.0,-139.5
65.0000_-140.0000,65.0,-140.0
65.0000_-140.5000,65.0,-140.5
65.0000_-141.0000,65.0,-141.0
65.0000_-63.5000,65.0,-63.5
65.0000_-64.0000,65.0,-64.0
65.0000_-66.5000,65.0,-66.5
65.0000_-67.0000,65.0,-67.0
65.0000_-67.5000,65.0,-67.5
65.0000_-68.0000,65.0,-68.0
65.0000_-68.5000,65.0,-68.5
65.0000_-69.0000,65.0,-69.0
65.0000_-69.5000,65.0,-69.5
65.0000_-70.0000,65.0,-70.0
65.0000_-70.5000,65.0,-70.5
65.0000_-71.0000,65.0,-71.0
65.0000_-71.5000,65.0,-71.5
65.0000_-72.0000,65.0,-72.0
65.0000_-72.5000,65.0,-72.5
65.0000_-73.0000,65.0,-73.0
65.0000_-73.5000,65.0,-73.5
65.0000_-74.0000,65.0,-74.0
65.0000_-74.5000,65.0,-74.5
65.0000_-75.0000,65.0,-75.0
65.0000_-75.5000,65.0,-75.5
65.0000_-76.0000,65.0,-76.0
65.0000_-76.5000,65.0,-76.5
65.0000_-77.0000,65.0,-77.0
65.0000_-77.5000,65.0,-77.5
65.0000_-78.0000,65.0,-78.0
65.0000_-83.0000,65.0,-83.0
