cell_id,lat,lon
53.0000_-117.0000,53.0,-117.0
53.0000_-117.5000,53.0,-117.5
53.0000_-118.0000,53.0,-118.0
53.0000_-118.5000,53.0,-118.5
53.0000_-119.0000,53.0,-119.0
53.0000_-119.5000,53.0,-119.5
53.0000_-120.0000,53.0,-120.0
53.0000_-120.5000,53.0,-120.5
53.0000_-121.0000,53.0,-121.0
53.0000_-121.5000,53.0,-121.5
53.0000_-122.0000,53.0,-122.0
53.0000_-122.5000,53.0,-122.5
53.0000_-123.0000,53.0,-123.0
53.0000_-123.5000,53.0,-123.5
53.0000_-124.0000,53.0,-124.0
53.0000_-124.5000,53.0,-124.5
53.0000_-125.0000,53.0,-125.0
53.0000_-125.5000,53.0,-125.5
53.0000_-126.0000,53.0,-126.0
53.0000_-126.5000,53.0,-126.5
53.0000_-127.0000,53.0,-127.0
53.0000_-127.5000,53.0,-127.5
53.0000_-128.0000,53.0,-128.0
53.0000_-128.5000,53.0,-128.5
53.0000_-129.0000,53.0,-129.0
53.0000_-129.5000,53.0,-129.5
53.0000_-131.5000,53.0,-131.5
53.0000_-132.0000,53.0,-132.0
53.0000_-132.5000,53.0,-132.5
53.0000_-56.0000,53.0,-56.0
53.0000_-56.5000,53.0,-56.5
53.0000_-57.0000,53.0,-57.0
53.0000_-57.5000,53.0,-57.5
53.0000_-58.0000,53.0,-58.0
53.0000_-58.5000,53.0,-58.5
53.0000_-59.0000,53.0,-59.0
53.0000_-59.5000,53.0,-59.5
53.0000_-60.0000,53.0,-60.0
53.0000_-60.5000,53.0,-60.5
53.0000_-61.0000,53.0,-61.0
53.0000_-61.5000,53.0,-61.5
53.0000_-62.0000,53.0,-62.0
53.0000_-62.5000,53.0,-62.5
53.0000_-63.0000,53.0,-63.0
53.0000_-63.5000,53.0,-63.5
53.0000_-64.0000,53.0,-64.0
53.0000_-64.5000,53.0,-64.5
53.0000_-65.0000,53.0,-65.0
53.0000_-65.5000,53.0,-65.5
53.0000_-66.0000,53.0,-66.0
53.0000_-66.5000,53.0,-66.5
53.0000_-67.0000,53.0,-67.0
53.0000_-67.5000,53.0,-67.5
53.0000_-68.0000,53.0,-68.0
53.0000_-68.5000,53.0,-68.5
53.0000_-69.0000,53.0,-69.0
53.0000_-69.5000,53.0,-69.5
53.0000_-70.0000,53.0,-70.0
53.0000_-70.5000,53.0,-70.5
53.0000_-71.0000,53.0,-71.0
53.0000_-71.5000,53.0,-71.5
53.0000_-72.0000,53.0,-72.0
53.0000_-72.5000,53.0,-72.5
53.0000_-73.0000,53.0,-73.0
53.0000_-73.5000,53.0,-73.5
53.0000_-74.0000,53.0,-74.0
53.0000_-74.5000,53.0,-74.5
53.0000_-75.0000,53.0,-75.0
53.0000_-75.5000,53.0,-75.5
53.0000_-76.0000,53.0,-76.0
53.0000_-76.5000,53.0,-76.5
53.0000_-77.0000,53.0,-77.0
53.0000_-77.5000,53.0,-77.5
53.0000_-78.0000,53.0,-78.0
53.0000_-78.5000,53.0,-78.5
53.0000_-79.0000,53.0,-79.0
53.0000_-81.0000,53.0,-81.0
53.0000_-81.5000,53.0,-81.5
53.0000_-82.0000,53.0,-82.0
53.0000_-82.5000,53.0,-82.5
53.0000_-83.0000,53.0,-83.0
53.0000_-83.5000,53.0,-83.5
53.0000_-84.0000,53.0,-84.0
53.0000_-84.5000,53.0,-84.5
53.0000_-85.0000,53.0,-85.0
53.0000_-85.5000,53.0,-85.5
53.0000_-86.0000,53.0,-86.0
53.0000_-86.5000,53.0,-86.5
53.0000_-87.0000,53.0,-87.0
53.0000_-87.5000,53.0,-87.5
53.0000_-88.0000,53.0,-88.0
53.0000_-88.5000,53.0,-88.5
53.0000_-89.0000,53.0,-89.0
53.0000_-89.5000,53.0,-89.5
53.0000_-90.0000,53.0,-90.0
53.0000_-90.5000,53.0,-90.5
53.0000_-91.0000,53.0,-91.0
53.0000_-91.5000,53.0,-91.5
53.0000_-92.0000,53.0,-92.0
53.0000_-92.5000,53.0,-92.5
53.0000_-93.0000,53.0,-93.0
53.0000_-93.5000,53.0,-93.5
53.0000_-94.0000,53.0,-94.0
53.0000_-94.5000,53.0,-94.5
53.0000_-95.0000,53.0,-95.0
53.0000_-95.5000,53.0,-95.5
53.0000_-96.0000,53.0,-96.0
53.0000_-96.5000,53.0,-96.5
53.0000_-97.0000,53.0,-97.0
53.0000_-97.5000,53.0,-97.5
53.0000_-98.0000,53.0,-98.0
53.0000_-98.5000,53.0,-98.5
53.0000_-99.0000,53.0,-99.0
53.0000_-99.5000,53.0,-99.5
53.5000_-100.0000,53.5,-100.0
53.5000_-100.5000,53.5,-100.5
53.5000_-101.0000,53.5,-101.0
53.5000_-101.5000,53.5,-101.5
53.5000_-102.0000,53.5,-102.0
53.5000_-102.5000,53.5,-102.5
53.5000_-103.0000,53.5,-103.0
53.5000_-103.5000,53.5,-103.5
53.5000_-104.0000,53.5,-104.0
53.5000_-104.5000,53.5,-104.5
53.5000_-105.0000,53.5,-105.0
53.5000_-105.5000,53.5,-105.5
53.5000_-106.0000,53.5,-106.0
53.5000_-106.5000,53.5,-106.5
53.5000_-107.0000,53.5,-107.0
53.5000_-107.5000,53.5,-107.5
53.5000_-108.0000,53.5,-108.0
53.5000_-108.5000,53.5,-108.5
53.5000_-109.0000,53.5,-109.0
53.5000_-109.5000,53.5,-109.5
53.5000_-110.0000,53.5,-110.0
53.5000_-110.5000,53.5,-110.5
53.5000_-111.0000,53.5,-111.0
53.5000_-111.5000,53.5,-111.5
53.5000_-112.0000,53.5,-112.0
53.5000_-112.5000,53.5,-112.5
53.5000_-113.0000,53.5,-113.0
53.5000_-113.5000,53.5,-113.5
53.5000_-114.0000,53.5,-114.0
53.5000_-114.5000,53.5,-114.5
53.5000_-115.0000,53.5,-115.0
53.5000_-115.5000,53.5,-115.5
53.5000_-116.0000,53.5,-116.0
53.5000_-116.5000,53.5,-116.5
53.5000_-117.0000,53.5,-117.0
53.5000_-117.5000,53.5,-117.5
53.5000_-118.0000,53.5,-118.0
53.5000_-118.5000,53.5,-118.5
53.5000_-119.0000,53.5,-119.0
53.5000_-119.5000,53.5,-119.5
53.5000_-120.0000,53.5,-120.0
53.5000_-120.5000,53.5,-120.5
53.5000_-121.0000,53.5,-121.0
53.5000_-121.5000,53.5,-121.5
53.5000_-122.0000,53.5,-122.0
53.5000_-122.5000,53.5,-122.5
53.5000_-123.0000,53.5,-123.0
53.5000_-123.5000,53.5,-123.5
53.5000_-124.0000,53.5,-124.0
53.5000_-124.5000,53.5,-124.5
53.5000_-125.0000,53.5,-125.0
53.5000_-125.5000,53.5,-125.5
53.5000_-126.0000,53.5,-126.0
53.5000_-126.5000,53.5,-126.5
53.5000_-127.0000,53.5,-127.0
53.5000_-127.5000,53.5,-127.5
53.5000_-128.0000,53.5,-128.0
53.5000_-128.5000,53.5,-128.5
53.5000_-129.0000,53.5,-129.0
53.5000_-129.5000,53.5,-129.5
53.5000_-130.0000,53.5,-130.0
53.5000_-130.5000,53.5,-130.5
53.5000_-132.0000,53.5,-132.0
53.5000_-132.5000,53.5,-132.5
53.5000_-133.0000,53.5,-133.0
53.5000_-56.0000,53.5,-56.0
53.5000_-56.5000,53.5,-56.5
53.5000_-57.0000,53.5,-57.0
53.5000_-57.5000,53.5,-57.5
53.5000_-58.0000,53.5,-58.0
53.5000_-58.5000,53.5,-58.5
53.5000_-59.0000,53.5,-59.0
53.5000_-59.5000,53.5,-59.5
53.5000_-60.0000,53.5,-60.0
53.5000_-60.5000,53.5,-60.5
53.5000_-61.0000,53.5,-61.0
53.5000_-61.5000,53.5,-61.5
53.5000_-62.0000,53.5,-62.0
53.5000_-62.5000,53.5,-62.5
53.5000_-63.0000,53.5,-63.0
53.5000_-63.5000,53.5,-63.5
53.5000_-64.0000,53.5,-64.0
53.5000_-64.5000,53.5,-64.5
53.5000_-65.0000,53.5,-65.0
53.5000_-65.5000,53.5,-65.5
53.5000_-66.0000,53.5,-66.0
53.5000_-66.5000,53.5,-66.5
53.5000_-67.0000,53.5,-67.0
53.5000_-67.5000,53.5,-67.5
53.5000_-68.0000,53.5,-68.0
53.5000_-68.5000,53.5,-68.5
53.5000_-69.0000,53.5,-69.0
53.5000_-69.5000,53.5,-69.5
53.5000_-70.0000,53.5,-70.0
53.5000_-70.5000,53.5,-70.5
53.5000_-71.0000,53.5,-71.0
53.5000_-71.5000,53.5,-71.5
53.5000_-72.0000,53.5,-72.0
53.5000_-72.5000,53.5,-72.5
53.5000_-73.0000,53.5,-73.0
53.5000_-73.5000,53.5,-73.5
53.5000_-74.0000,53.5,-74.0
53.5000_-74.5000,53.5,-74.5
53.5000_-75.0000,53.5,-75.0
53.5000_-75.5000,53.5,-75.5
53.5000_-76.0000,53.5,-76.0
53.5000_-76.5000,53.5,-76.5
53.5000_-77.0000,53.5,-77.0
53.5000_-77.5000,53.5,-77.5
53.5000_-78.0000,53.5,-78.0
53.5000_-78.5000,53.5,-78.5
53.5000_-79.0000,53.5,-79.0
53.5000_-82.5000,53.5,-82.5
53.5000_-83.0000,53.5,-83.0
53.5000_-83.5000,53.5,-83.5
53.5000_-84.0000,53.5,-84.0
53.5000_-84.5000,53.5,-84.5
53.5000_-85.0000,53.5,-85.0
53.5000_-85.5000,53.5,-85.5
53.5000_-86.0000,53.5,-86.0
53.5000_-86.5000,53.5,-86.5
53.5000_-87.0000,53.5,-87.0
53.5000_-87.5000,53.5,-87.5
53.5000_-88.0000,53.5,-88.0
53.5000_-88.5000,53.5,-88.5
53.5000_-89.0000,53.5,-89.0
53.5000_-89.5000,53.5,-89.5
53.5000_-90.0000,53.5,-90.0
53.5000_-90.5000,53.5,-90.5
53.5000_-91.0000,53.5,-91.0
53.5000_-91.5000,53.5,-91.5
53.5000_-92.0000,53.5,-92.0
53.5000_-92.5000,53.5,-92.5
53.5000_-93.0000,53.5,-93.0
53.5000_-93.5000,53.5,-93.5
53.5000_-94.0000,53.5,-94.0
53.5000_-94.5000,53.5,-94.5
53.5000_-95.0000,53.5,-95.0
53.5000_-95.5000,53.5,-95.5
53.5000_-96.0000,53.5,-96.0
53.5000_-96.5000,53.5,-96.5
53.5000_-97.0000,53.5,-97.0
53.5000_-97.5000,53.5,-97.5
53.5000_-98.0000,53.5,-98.0
53.5000_-98.5000,53.5,-98.5
53.5000_-99.0000,53.5,-99.0
53.5000_-99.5000,53.5,-99.5
54.0000_-100.0000,54.0,-100.0
54.0000_-100.5000,54.0,-100.5
54.0000_-101.0000,54.0,-101.0
54.0000_-101.5000,54.0,-101.5
54.0000_-102.0000,54.0,-102.0
54.0000_-102.5000,54.0,-102.5
54.0000_-103.0000,54.0,-103.0
54.0000_-103.5000,54.0,-103.5
54.0000_-104.0000,54.0,-104.0
54.0000_-104.5000,54.0,-104.5
54.0000_-105.0000,54.0,-105.0
54.0000_-105.5000,54.0,-105.5
54.0000_-106.0000,54.0,-106.0
54.0000_-106.5000,54.0,-106.5
54.0000_-107.0000,54.0,-107.0
54.0000_-107.5000,54.0,-107.5
54.0000_-108.0000,54.0,-108.0
54.0000_-108.5000,54.0,-108.5
54.0000_-109.0000,54.0,-109.0
54.0000_-109.5000,54.0,-109.5
54.0000_-110.0000,54.0,-110.0
54.0000_-110.5000,54.0,-110.5
54.0000_-111.0000,54.0,-111.0
54.0000_-111.5000,54.0,-111.5
54.0000_-112.0000,54.0,-112.0
54.0000_-112.5000,54.0,-112.5
54.0000_-113.0000,54.0,-113.0
54.0000_-113.5000,54.0,-113.5
54.0000_-114.0000,54.0,-114.0
54.0000_-114.5000,54.0,-114.5
54.0000_-115.0000,54.0,-115.0
54.0000_-115.5000,54.0,-115.5
54.0000_-116.0000,54.0,-116.0
54.0000_-116.5000,54.0,-116.5
54.0000_-117.0000,54.0,-117.0
54.0000_-117.5000,54.0,-117.5
54.0000_-118.0000,54.0,-118.0
54.0000_-118.5000,54.0,-118.5
54.0000_-119.0000,54.0,-119.0
54.0000_-119.5000,54.0,-119.5
54.0000_-120.0000,54.0,-120.0
54.0000_-120.5000,54.0,-120.5
54.0000_-121.0000,54.0,-121.0
54.0000_-121.5000,54.0,-121.5
54.0000_-122.0000,54.0,-122.0
54.0000_-122.5000,54.0,-122.5
54.0000_-123.0000,54.0,-123.0
54.0000_-123.5000,54.0,-123.5
54.0000_-124.0000,54.0,-124.0
54.0000_-124.5000,54.0,-124.5
54.0000_-125.0000,54.0,-125.0
54.0000_-125.5000,54.0,-125.5
54.0000_-126.0000,54.0,-126.0
54.0000_-126.5000,54.0,-126.5
54.0000_-127.0000,54.0,-127.0
54.0000_-127.5000,54.0,-127.5
54.0000_-128.0000,54.0,-128.0
54.0000_-128.5000,54.0,-128.5
54.0000_-129.0000,54.0,-129.0
54.0000_-129.5000,54.0,-129.5
54.0000_-130.0000,54.0,-130.0
54.0000_-130.5000,54.0,-130.5
54.0000_-132.0000,54.0,-132.0
54.0000_-132.5000,54.0,-132.5
54.0000_-133.0000,54.0,-133.0
54.0000_-57.5000,54.0,-57.5
54.0000_-58.0000,54.0,-58.0
54.0000_-58.5000,54.0,-58.5
54.0000_-59.0000,54.0,-59.0
54.0000_-59.5000,54.0,-59.5
54.0000_-60.0000,54.0,-60.0
54.0000_-60.5000,54.0,-60.5
54.0000_-61.0000,54.0,-61.0
54.0000_-61.5000,54.0,-61.5
54.0000_-62.0000,54.0,-62.0
54.0000_-62.5000,54.0,-62.5
54.0000_-63.0000,54.0,-63.0
54.0000_-63.5000,54.0,-63.5
54.0000_-64.0000,54.0,-64.0
54.0000_-64.5000,54.0,-64.5
54.0000_-65.0000,54.0,-65.0
54.0000_-65.5000,54.0,-65.5
54.0000_-66.0000,54.0,-66.0
54.0000_-66.5000,54.0,-66.5
54.0000_-67.0000,54.0,-67.0
54.0000_-67.5000,54.0,-67.5
54.0000_-68.0000,54.0,-68.0
54.0000_-68.5000,54.0,-68.5
54.0000_-69.0000,54.0,-69.0
54.0000_-69.5000,54.0,-69.5
54.0000_-70.0000,54.0,-70.0
54.0000_-70.5000,54.0,-70.5
54.0000_-71.0000,54.0,-71.0
54.0000_-71.5000,54.0,-71.5
54.0000_-72.0000,54.0,-72.0
54.0000_-72.5000,54.0,-72.5
54.0000_-73.0000,54.0,-73.0
54.0000_-73.5000,54.0,-73.5
54.0000_-74.0000,54.0,-74.0
54.0000_-74.5000,54.0,-74.5
54.0000_-75.0000,54.0,-75.0
54.0000_-75.5000,54.0,-75.5
54.0000_-76.0000,54.0,-76.0
54.0000_-76.5000,54.0,-76.5
54.0000_-77.0000,54.0,-77.0
54.0000_-77.5000,54.0,-77.5
54.0000_-78.0000,54.0,-78.0
54.0000_-78.5000,54.0,-78.5
54.0000_-79.0000,54.0,-79.0
54.0000_-80.0000,54.0,-80.0
54.0000_-82.5000,54.0,-82.5
54.0000_-83.0000,54.0,-83.0
54.0000_-83.5000,54.0,-83.5
54.0000_-84.0000,54.0,-84.0
54.0000_-84.5000,54.0,-84.5
54.0000_-85.0000,54.0,-85.0
54.0000_-85.5000,54.0,-85.5
54.0000_-86.0000,54.0,-86.0
54.0000_-86.5000,54.0,-86.5
54.0000_-87.0000,54.0,-87.0
54.0000_-87.5000,54.0,-87.5
54.0000_-88.0000,54.0,-88.0
54.0000_-88.5000,54.0,-88.5
54.0000_-89.0000,54.0,-89.0
54.0000_-89.5000,54.0,-89.5
54.0000_-90.0000,54.0,-90.0
54.0000_-90.5000,54.0,-90.5
54.0000_-91.0000,54.0,-91.0
54.0000_-91.5000,54.0,-91.5
54.0000_-92.0000,54.0,-92.0
54.0000_-92.5000,54.0,-92.5
54.0000_-93.0000,54.0,-93.0
54.0000_-93.5000,54.0,-93.5
54.0000_-94.0000,54.0,-94.0
54.0000_-94.5000,54.0,-94.5
54.0000_-95.0000,54.0,-95.0
54.0000_-95.5000,54.0,-95.5
54.0000_-96.0000,54.0,-96.0
54.0000_-96.5000,54.0,-96.5
54.0000_-97.0000,54.0,-97.0
54.0000_-97.5000,54.0,-97.5
54.0000_-98.0000,54.0,-98.0
54.0000_-98.5000,54.0,-98.5
54.0000_-99.0000,54.0,-99.0
54.0000_-99.5000,54.0,-99.5
54.5000_-100.0000,54.5,-100.0
54.5000_-100.5000,54.5,-100.5
54.5000_-101.0000,54.5,-101.0
54.5000_-101.5000,54.5,-101.5
54.5000_-102.0000,54.5,-102.0
54.5000_-102.5000,54.5,-102.5
54.5000_-103.0000,54.5,-103.0
54.5000_-103.5000,54.5,-103.5
54.5000_-104.0000,54.5,-104.0
54.5000_-104.5000,54.5,-104.5
54.5000_-105.0000,54.5,-105.0
54.5000_-105.5000,54.5,-105.5
54.5000_-106.0000,54.5,-106.0
54.5000_-106.5000,54.5,-106.5
54.5000_-107.0000,54.5,-107.0
54.5000_-107.5000,54.5,-107.5
54.5000_-108.0000,54.5,-108.0
54.5000_-108.5000,54.5,-108.5
54.5000_-109.0000,54.5,-109.0
54.5000_-109.5000,54.5,-109.5
54.5000_-110.0000,54.5,-110.0
54.5000_-110.5000,54.5,-110.5
54.5000_-111.0000,54.5,-111.0
54.5000_-111.5000,54.5,-111.5
54.5000_-112.0000,54.5,-112.0
54.5000_-112.5000,54.5,-112.5
54.5000_-113.0000,54.5,-113.0
54.5000_-113.5000,54.5,-113.5
54.5000_-114.0000,54.5,-114.0
54.5000_-114.5000,54.5,-114.5
54.5000_-115.0000,54.5,-115.0
54.5000_-115.5000,54.5,-115.5
54.5000_-116.0000,54.5,-116.0
54.5000_-116.5000,54.5,-116.5
54.5000_-117.0000,54.5,-117.0
54.5000_-117.5000,54.5,-117.5
54.5000_-118.0000,54.5,-118.0
54.5000_-118.5000,54.5,-118.5
54.5000_-119.0000,54.5,-119.0
54.5000_-119.5000,54.5,-119.5
54.5000_-120.0000,54.5,-120.0
54.5000_-120.5000,54.5,-120.5
54.5000_-121.0000,54.5,-121.0
54.5000_-121.5000,54.5,-121.5
54.5000_-122.0000,54.5,-122.0
54.5000_-122.5000,54.5,-122.5
54.5000_-123.0000,54.5,-123.0
54.5000_-123.5000,54.5,-123.5
54.5000_-124.0000,54.5,-124.0
54.5000_-124.5000,54.5,-124.5
54.5000_-125.0000,54.5,-125.0
54.5000_-125.5000,54.5,-125.5
54.5000_-126.0000,54.5,-126.0
54.5000_-126.5000,54.5,-126.5
54.5000_-127.0000,54.5,-127.0
54.5000_-127.5000,54.5,-127.5
54.5000_-128.0000,54.5,-128.0
54.5000_-128.5000,54.5,-128.5
54.5000_-129.0000,54.5,-129.0
54.5000_-129.5000,54.5,-129.5
54.5000_-130.0000,54.5,-130.0
54.5000_-130.5000,54.5,-130.5
54.5000_-131.0000,54.5,-131.0
54.5000_-57.5000,54.5,-57.5
54.5000_-58.0000,54.5,-58.0
54.5000_-58.5000,54.5,-58.5
54.5000_-59.0000,54.5,-59.0
54.5000_-59.5000,54.5,-59.5
54.5000_-60.0000,54.5,-60.0
54.5000_-60.5000,54.5,-60.5
54.5000_-61.0000,54.5,-61.0
54.5000_-61.5000,54.5,-61.5
54.5000_-62.0000,54.5,-62.0
54.5000_-62.5000,54.5,-62.5
54.5000_-63.0000,54.5,-63.0
54.5000_-63.5000,54.5,-63.5
54.5000_-64.0000,54.5,-64.0
54.5000_-64.5000,54.5,-64.5
54.5000_-65.0000,54.5,-65.0
54.5000_-65.5000,54.5,-65.5
54.5000_-66.0000,54.5,-66.0
54.5000_-66.5000,54.5,-66.5
54.5000_-67.0000,54.5,-67.0
54.5000_-67.5000,54.5,-67.5
54.5000_-68.0000,54.5,-68.0
54.5000_-68.5000,54.5,-68.5
54.5000_-69.0000,54.5,-69.0
54.5000_-69.5000,54.5,-69.5
54.5000_-70.0000,54.5,-70.0
54.5000_-70.5000,54.5,-70.5
54.5000_-71.0000,54.5,-71.0
54.5000_-71.5000,54.5,-71.5
54.5000_-72.0000,54.5,-72.0
54.5000_-72.5000,54.5,-72.5
54.5000_-73.0000,54.5,-73.0
54.5000_-73.5000,54.5,-73.5
54.5000_-74.0000,54.5,-74.0
54.5000_-74.5000,54.5,-74.5
54.5000_-75.0000,54.5,-75.0
54.5000_-75.5000,54.5,-75.5
54.5000_-76.0000,54.5,-76.0
54.5000_-76.5000,54.5,-76.5
54.5000_-77.0000,54.5,-77.0
54.5000_-77.5000,54.5,-77.5
54.5000_-78.0000,54.5,-78.0
54.5000_-78.5000,54.5,-78.5
54.5000_-79.0000,54.5,-79.0
54.5000_-79.5000,54.5,-79.5
54.5000_-82.5000,54.5,-82.5
54.5000_-83.0000,54.5,-83.0
54.5000_-83.5000,54.5,-83.5
54.5000_-84.0000,54.5,-84.0
54.5000_-84.5000,54.5,-84.5
54.5000_-85.0000,54.5,-85.0
54.5000_-85.5000,54.5,-85.5
54.5000_-86.0000,54.5,-86.0
54.5000_-86.5000,54.5,-86.5
54.5000_-87.0000,54.5,-87.0
54.5000_-87.5000,54.5,-87.5
54.5000_-88.0000,54.5,-88.0
54.5000_-88.5000,54.5,-88.5
54.5000_-89.0000,54.5,-89.0
54.5000_-89.5000,54.5,-89.5
54.5000_-90.0000,54.5,-90.0
54.5000_-90.5000,54.5,-90.5
54.5000_-91.0000,54.5,-91.0
54.5000_-91.5000,54.5,-91.5
54.5000_-92.0000,54.5,-92.0
54.5000_-92.5000,54.5,-92.5
54.5000_-93.0000,54.5,-93.0
54.5000_-93.5000,54.5,-93.5
54.5000_-94.0000,54.5,-94.0
54.5000_-94.5000,54.5,-94.5
54.5000_-95.0000,54.5,-95.0
54.5000_-95.5000,54.5,-95.5
54.5000_-96.0000,54.5,-96.0
54.5000_-96.5000,54.5,-96.5
54.5000_-97.0000,54.5,-97.0
54.5000_-97.5000,54.5,-97.5
54.5000_-98.0000,54.5,-98.0
54.5000_-98.5000,54.5,-98.5
54.5000_-99.0000,54.5,-99.0
54.5000_-99.5000,54.5,-99.5
55.0000_-100.0000,55.0,-100.0
55.0000_-100.5000,55.0,-100.5
55.0000_-101.0000,55.0,-101.0
55.0000_-101.5000,55.0,-101.5
55.0000_-102.0000,55.0,-102.0
55.0000_-102.5000,55.0,-102.5
55.0000_-103.0000,55.0,-103.0
55.0000_-103.5000,55.0,-103.5
55.0000_-104.0000,55.0,-104.0
55.0000_-104.5000,55.0,-104.5
55.0000_-105.0000,55.0,-105.0
55.0000_-105.5000,55.0,-105.5
55.0000_-106.0000,55.0,-106.0
55.0000_-106.5000,55.0,-106.5
55.0000_-107.0000,55.0,-107.0
55.0000_-107.5000,55.0,-107.5
55.0000_-108.0000,55.0,-108.0
55.0000_-108.5000,55.0,-108.5
55.0000_-109.0000,55.0,-109.0
55.0000_-109.5000,55.0,-109.5
55.0000_-110.0000,55.0,-110.0
55.0000_-110.5000,55.0,-110.5
55.0000_-111.0000,55.0,-111.0
55.0000_-111.5000,55.0,-111.5
55.0000_-112.0000,55.0,-112.0
55.0000_-112.5000,55.0,-112.5
55.0000_-113.0000,55.0,-113.0
55.0000_-113.5000,55.0,-113.5
55.0000_-114.0000,55.0,-114.0
55.0000_-114.5000,55.0,-114.5
55.0000_-115.0000,55.0,-115.0
55.0000_-115.5000,55.0,-115.5
55.0000_-116.0000,55.0,-116.0
55.0000_-116.5000,55.0,-116.5
55.0000_-117.0000,55.0,-117.0
55.0000_-117.5000,55.0,-117.5
55.0000_-118.0000,55.0,-118.0
55.0000_-118.5000,55.0,-118.5
55.0000_-119.0000,55.0,-119.0
55.0000_-119.5000,55.0,-119.5
55.0000_-120.0000,55.0,-120.0
55.0000_-120.5000,55.0,-120.5
55.0000_-121.0000,55.0,-121.0
55.0000_-121.5000,55.0,-121.5
55.0000_-122.0000,55.0,-122.0
55.0000_-122.5000,55.0,-122.5
55.0000_-123.0000,55.0,-123.0
55.0000_-123.5000,55.0,-123.5
55.0000_-124.0000,55.0,-124.0
55.0000_-124.5000,55.0,-124.5
55.0000_-125.0000,55.0,-125.0
55.0000_-125.5000,55.0,-125.5
55.0000_-126.0000,55.0,-126.0
55.0000_-126.5000,55.0,-126.5
55.0000_-127.0000,55.0,-127.0
55.0000_-127.5000,55.0,-127.5
55.0000_-128.0000,55.0,-128.0
55.0000_-128.5000,55.0,-128.5
55.0000_-129.0000,55.0,-129.0
55.0000_-129.5000,55.0,-129.5
55.0000_-130.0000,55.0,-130.0
55.0000_-58.0000,55.0,-58.0
55.0000_-59.0000,55.0,-59.0
55.0000_-59.5000,55.0,-59.5
55.0000_-60.0000,55.0,-60.0
55.0000_-60.5000,55.0,-60.5
55.0000_-61.0000,55.0,-61.0
55.0000_-61.5000,55.0,-61.5
55.0000_-62.0000,55.0,-62.0
55.0000_-62.5000,55.0,-62.5
55.0000_-63.0000,55.0,-63.0
55.0000_-63.5000,55.0,-63.5
55.0000_-64.0000,55.0,-64.0
55.0000_-64.5000,55.0,-64.5
55.0000_-65.0000,55.0,-65.0
55.0000_-65.5000,55.0,-65.5
55.0000_-66.0000,55.0,-66.0
55.0000_-66.5000,55.0,-66.5
55.0000_-67.0000,55.0,-67.0
55.0000_-67.5000,55.0,-67.5
55.0000_-68.0000,55.0,-68.0
55.0000_-68.5000,55.0,-68.5
55.0000_-69.0000,55.0,-69.0
55.0000_-69.5000,55.0,-69.5
55.0000_-70.0000,55.0,-70.0
55.0000_-70.5000,55.0,-70.5
55.0000_-71.0000,55.0,-71.0
55.0000_-71.5000,55.0,-71.5
55.0000_-72.0000,55.0,-72.0
55.0000_-72.5000,55.0,-72.5
55.0000_-73.0000,55.0,-73.0
55.0000_-73.5000,55.0,-73.5
55.0000_-74.0000,55.0,-74.0
55.0000_-74.5000,55.0,-74.5
55.0000_-75.0000,55.0,-75.0
55.0000_-75.5000,55.0,-75.5
55.0000_-76.0000,55.0,-76.0
55.0000_-76.5000,55.0,-76.5
55.0000_-77.0000,55.0,-77.0
55.0000_-77.5000,55.0,-77.5
55.0000_-78.0000,55.0,-78.0
55.0000_-78.5000,55.0,-78.5
55.0000_-79.0000,55.0,-79.0
55.0000_-82.5000,55.0,-82.5
55.0000_-83.0000,55.0,-83.0
55.0000_-83.5000,55.0,-83.5
55.0000_-84.0000,55.0,-84.0
55.0000_-84.5000,55.0,-84.5
55.0000_-85.0000,55.0,-85.0
55.0000_-85.5000,55.0,-85.5
55.0000_-86.0000,55.0,-86.0
55.0000_-86.5000,55.0,-86.5
55.0000_-87.0000,55.0,-87.0
55.0000_-87.5000,55.0,-87.5
55.0000_-88.0000,55.0,-88.0
55.0000_-88.5000,55.0,-88.5
55.0000_-89.0000,55.0,-89.0
55.0000_-89.5000,55.0,-89.5
55.0000_-90.0000,55.0,-90.0
55.0000_-90.5000,55.0,-90.5
55.0000_-91.0000,55.0,-91.0
55.0000_-91.5000,55.0,-91.5
55.0000_-92.0000,55.0,-92.0
55.0000_-92.5000,55.0,-92.5
55.0000_-93.0000,55.0,-93.0
55.0000_-93.5000,55.0,-93.5
55.0000_-94.0000,55.0,-94.0
55.0000_-94.5000,55.0,-94.5
55.0000_-95.0000,55.0,-95.0
55.0000_-95.5000,55.0,-95.5
55.0000_-96.0000,55.0,-96.0
55.0000_-96.5000,55.0,-96.5
55.0000_-97.0000,55.0,-97.0
55.0000_-97.5000,55.0,-97.5
55.0000_-98.0000,55.0,-98.0
55.0000_-98.5000,55.0,-98.5
55.0000_-99.0000,55.0,-99.0
55.0000_-99.5000,55.0,-99.5
55.5000_-100.0000,55.5,-100.0
55.5000_-100.5000,55.5,-100.5
55.5000_-101.0000,55.5,-101.0
55.5000_-101.5000,55.5,-101.5
55.5000_-102.0000,55.5,-102.0
55.5000_-102.5000,55.5,-102.5
55.5000_-103.0000,55.5,-103.0
55.5000_-103.5000,55.5,-103.5
55.5000_-104.0000,55.5,-104.0
55.5000_-104.5000,55.5,-104.5
55.5000_-105.0000,55.5,-105.0
55.5000_-105.5000,55.5,-105.5
