lat,lon,date,nearest_station,temperature,humidity,wind_speed,pressure,rain_1h_mm,rain_3h_mm,snow_1h_mm,snow_3h_mm
41.0,-141.0,2026-08-15 00:00:00,Victoria,19.49,78.66,5.54,1021.2,1.63,0.0,0.0,0.0
41.0,-140.5,2026-08-15 00:00:00,Victoria,19.52,78.55,5.44,1020.9000000000001,1.42,0.0,0.0,0.0
41.0,-140.0,2026-08-15 00:00:00,Victoria,19.69,78.04,5.39,1020.6,1.92,0.0,0.0,0.0
41.0,-139.5,2026-08-15 00:00:00,Victoria,19.93,77.13,5.17,1020.1999999999999,1.38,0.0,0.0,0.0
41.0,-139.0,2026-08-15 00:00:00,Victoria,20.06,76.94,4.96,1019.9,0.97,0.0,0.0,0.0
41.0,-138.0,2026-08-15 00:00:00,Victoria,20.05,79.19,4.8,1019.7,0.81,0.0,0.0,0.0
41.0,-137.5,2026-08-15 00:00:00,Victoria,19.98,83.46,4.41,1019.4,1.0,0.0,0.0,0.0
41.0,-137.0,2026-08-15 00:00:00,Victoria,19.99,86.44,3.35,1019.3000000000001,0.99,0.0,0.0,0.0
41.0,-136.0,2026-08-15 00:00:00,Victoria,20.01,90.11,2.35,1019.2,1.97,0.0,0.0,0.0
41.0,-135.5,2026-08-15 00:00:00,Victoria,19.82,94.7,2.79,1019.4,3.1,0.0,0.0,0.0
41.0,-135.0,2026-08-15 00:00:00,Victoria,19.59,95.68,4.94,1019.8000000000001,3.35,0.0,0.0,0.0
41.0,-134.5,2026-08-15 00:00:00,Victoria,19.4,94.53,6.03,1020.3,1.99,0.0,0.0,0.0
41.0,-134.0,2026-08-15 00:00:00,Victoria,18.92,94.45,5.93,1020.9000000000001,1.03,0.0,0.0,0.0
41.0,-133.0,2026-08-15 00:00:00,Victoria,18.42,95.11,5.27,1021.5,0.49,0.0,0.0,0.0
41.0,-132.5,2026-08-15 00:00:00,Victoria,18.18,94.08,4.41,1021.9,0.16,0.0,0.0,0.0
41.0,-132.0,2026-08-15 00:00:00,Victoria,18.12,90.5,3.53,1022.3000000000001,0.25,0.0,0.0,0.0
41.0,-131.0,2026-08-15 00:00:00,Victoria,17.92,90.22,2.58,1022.5,0.57,0.0,0.0,0.0
41.0,-130.5,2026-08-15 00:00:00,Victoria,17.8,87.39,1.8,1022.6999999999999,0.44,0.0,0.0,0.0
41.0,-130.0,2026-08-15 00:00:00,Victoria,17.68,81.98,1.35,1022.8,0.3,0.0,0.0,0.0
41.0,-129.5,2026-08-15 00:00:00,Victoria,17.25,81.71,1.25,1022.8,0.38,0.0,0.0,0.0
41.0,-129.0,2026-08-15 00:00:00,Victoria,17.06,83.05,1.57,1022.8,0.42,0.0,0.0,0.0
41.0,-128.0,2026-08-15 00:00:00,Victoria,16.86,84.33,2.25,1022.6999999999999,0.5,0.0,0.0,0.0
41.0,-127.5,2026-08-15 00:00:00,Victoria,16.63,85.41,3.46,1022.4,0.47,0.0,0.0,0.0
41.0,-127.0,2026-08-15 00:00:00,Victoria,16.4,88.0,4.64,1022.0999999999999,0.35,0.0,0.0,0.0
41.0,-126.0,2026-08-15 00:00:00,Victoria,15.86,92.27,5.68,1021.5999999999999,0.21,0.0,0.0,0.0
41.0,-125.5,2026-08-15 00:00:00,Victoria,14.97,94.55,6.64,1021.0,0.12,0.0,0.0,0.0
41.0,-125.0,2026-08-15 00:00:00,Victoria,12.85,97.67,7.09,1020.6,0.46,0.0,0.0,0.0
41.0,-124.5,2026-08-15 00:00:00,Victoria,12.75,93.77,3.92,1010.6999999999999,0.7,0.0,0.0,0.0
41.0,-124.0,2026-08-15 00:00:00,Victoria,17.61,67.25,1.15,939.9,0.05,0.0,0.0,0.0
41.0,-123.0,2026-08-15 00:00:00,Victoria,20.2,44.55,0.84,886.5,0.0,0.0,0.0,0.0
41.0,-122.5,2026-08-15 00:00:00,Victoria,20.86,35.97,1.28,897.5,0.0,0.0,0.0,0.0
41.0,-122.0,2026-08-15 00:00:00,Victoria,21.11,32.42,1.37,896.0,0.0,0.0,0.0,0.0
41.0,-121.0,2026-08-15 00:00:00,Victoria,19.33,33.01,1.76,857.5,0.0,0.0,0.0,0.0
41.0,-120.5,2026-08-15 00:00:00,Victoria,19.66,31.9,1.82,834.7,0.0,0.0,0.0,0.0
41.0,-120.0,2026-08-15 00:00:00,Victoria,21.3,29.12,2.44,834.0,0.06,0.0,0.0,0.0
41.0,-119.5,2026-08-15 00:00:00,Victoria,22.48,30.65,2.35,843.5,0.61,0.0,0.0,0.0
41.0,-119.0,2026-08-15 00:00:00,Victoria,24.79,27.12,2.19,859.7,0.5,0.0,0.0,0.0
41.0,-118.0,2026-08-15 00:00:00,Victoria,25.29,29.87,2.21,856.9,0.38,0.0,0.0,0.0
41.0,-117.5,2026-08-15 00:00:00,Victoria,24.46,32.91,2.53,849.5,0.28,0.0,0.0,0.0
41.0,-117.0,2026-08-15 00:00:00,Victoria,23.82,34.02,2.58,841.8000000000001,0.23,0.0,0.0,0.0
41.0,-116.0,2026-08-15 00:00:00,Victoria,22.66,35.93,2.4,822.9000000000001,0.31,0.0,0.0,0.0
41.0,-115.5,2026-08-15 00:00:00,Kelowna,21.7,37.17,2.67,814.3000000000001,0.32,0.0,0.0,0.0
41.0,-115.0,2026-08-15 00:00:00,Kelowna,21.53,36.03,2.48,813.7,0.26,0.0,0.0,0.0
41.0,-114.5,2026-08-15 00:00:00,Kelowna,22.99,34.14,2.44,832.0999999999999,0.38,0.0,0.0,0.0
41.0,-114.0,2026-08-15 00:00:00,Kelowna,24.39,37.26,2.96,861.3,1.12,0.0,0.0,0.0
41.0,-113.0,2026-08-15 00:00:00,Kelowna,25.01,38.83,2.92,873.3,1.11,0.0,0.0,0.0
41.0,-112.5,2026-08-15 00:00:00,Calgary,24.53,39.37,2.33,863.1999999999999,0.75,0.0,0.0,0.0
41.0,-112.0,2026-08-15 00:00:00,Calgary,21.57,41.52,1.87,830.6999999999999,0.18,0.0,0.0,0.0
41.0,-111.0,2026-08-15 00:00:00,Calgary,17.49,44.16,2.33,782.2,0.09,0.0,0.0,0.0
41.0,-110.5,2026-08-15 00:00:00,Regina,14.76,48.52,1.62,752.5,0.1,0.0,0.0,0.0
41.0,-110.0,2026-08-15 00:00:00,Regina,16.26,45.71,1.01,763.6,0.09,0.0,0.0,0.0
41.0,-109.5,2026-08-15 00:00:00,Regina,18.88,43.03,1.1,782.6999999999999,0.14,0.0,0.0,0.0
41.0,-109.0,2026-08-15 00:00:00,Regina,20.74,38.8,1.33,794.7,0.14,0.0,0.0,0.0
41.0,-108.0,2026-08-15 00:00:00,Regina,21.36,38.16,1.33,800.1999999999999,0.24,0.0,0.0,0.0
41.0,-107.5,2026-08-15 00:00:00,Regina,19.57,42.09,1.81,785.1,0.36,0.0,0.0,0.0
41.0,-107.0,2026-08-15 00:00:00,Regina,16.47,48.4,1.68,759.3000000000001,0.52,0.0,0.0,0.0
41.0,-106.0,2026-08-15 00:00:00,Regina,15.6,52.53,1.64,749.0999999999999,0.77,0.0,0.0,0.0
41.0,-105.5,2026-08-15 00:00:00,Regina,16.86,54.18,1.36,767.6999999999999,0.5,0.0,0.0,0.0
41.0,-105.0,2026-08-15 00:00:00,Regina,20.02,60.01,1.69,811.7,2.9,0.0,0.0,0.0
41.0,-104.5,2026-08-15 00:00:00,Regina,21.12,71.19,1.83,843.1,7.86,0.0,0.0,0.0
41.0,-104.0,2026-08-15 00:00:00,Regina,21.91,73.15,1.84,860.0,8.17,0.0,0.0,0.0
41.0,-103.0,2026-08-15 00:00:00,Regina,23.15,72.29,1.94,874.5999999999999,14.66,0.0,0.0,0.0
41.0,-102.5,2026-08-15 00:00:00,Regina,23.9,72.05,1.96,888.1999999999999,13.47,0.0,0.0,0.0
41.0,-102.0,2026-08-15 00:00:00,Winnipeg,24.26,73.08,2.05,899.0,8.88,0.0,0.0,0.0
41.0,-101.0,2026-08-15 00:00:00,Winnipeg,24.57,72.34,2.12,908.3,6.61,0.0,0.0,0.0
41.0,-100.5,2026-08-15 00:00:00,Winnipeg,24.92,71.68,2.13,917.0,4.42,0.0,0.0,0.0
41.0,-100.0,2026-08-15 00:00:00,Winnipeg,24.59,76.66,1.91,925.6999999999999,4.77,0.0,0.0,0.0
41.0,-99.5,2026-08-15 00:00:00,Winnipeg,24.52,80.41,1.59,935.1,5.41,0.0,0.0,0.0
41.0,-99.0,2026-08-15 00:00:00,Winnipeg,24.69,81.98,1.45,944.9,3.19,0.0,0.0,0.0
41.0,-98.0,2026-08-15 00:00:00,Winnipeg,24.62,84.73,1.29,953.3,3.31,0.0,0.0,0.0
41.0,-97.5,2026-08-15 00:00:00,Winnipeg,24.8,86.09,1.21,960.3,4.87,0.0,0.0,0.0
41.0,-97.0,2026-08-15 00:00:00,Winnipeg,25.12,87.44,1.36,967.4,5.93,0.0,0.0,0.0
41.0,-96.0,2026-08-15 00:00:00,Thunder Bay,25.42,88.79,1.56,973.9,3.94,0.0,0.0,0.0
41.0,-95.5,2026-08-15 00:00:00,Thunder Bay,25.77,89.03,1.73,976.3,4.33,0.0,0.0,0.0
41.0,-95.0,2026-08-15 00:00:00,Thunder Bay,26.07,88.56,1.84,974.3000000000001,4.97,0.0,0.0,0.0
41.0,-94.5,2026-08-15 00:00:00,Thunder Bay,26.61,87.36,1.88,974.5,6.33,0.0,0.0,0.0
41.0,-94.0,2026-08-15 00:00:00,Thunder Bay,27.18,86.49,2.28,978.5,8.04,0.0,0.0,0.0
41.0,-93.0,2026-08-15 00:00:00,Thunder Bay,27.5,85.25,3.08,982.2,11.05,0.0,0.0,0.0
41.0,-92.5,2026-08-15 00:00:00,Thunder Bay,27.55,84.3,3.51,986.0,14.57,0.0,0.0,0.0
41.0,-92.0,2026-08-15 00:00:00,Thunder Bay,27.28,84.76,3.77,989.7,13.58,0.0,0.0,0.0
41.0,-91.0,2026-08-15 00:00:00,Thunder Bay,26.59,87.33,4.02,991.5,12.27,0.0,0.0,0.0
41.0,-90.5,2026-08-15 00:00:00,Thunder Bay,25.94,89.58,4.03,991.7,9.92,0.0,0.0,0.0
41.0,-90.0,2026-08-15 00:00:00,Thunder Bay,25.61,90.57,3.91,992.0,9.64,0.0,0.0,0.0
41.0,-89.5,2026-08-15 00:00:00,Thunder Bay,25.4,91.08,3.67,992.0999999999999,10.89,0.0,0.0,0.0
41.0,-89.0,2026-08-15 00:00:00,Thunder Bay,25.06,92.34,3.25,992.5,13.28,0.0,0.0,0.0
41.0,-88.0,2026-08-15 00:00:00,Toronto,24.82,92.71,3.01,993.4000000000001,18.18,0.0,0.0,0.0
41.0,-87.5,2026-08-15 00:00:00,Toronto,24.29,94.09,2.88,993.5,23.37,0.0,0.0,0.0
41.0,-87.0,2026-08-15 00:00:00,Toronto,23.76,95.63,2.78,992.5,26.29,0.0,0.0,0.0
41.0,-86.0,2026-08-15 00:00:00,Toronto,23.4,96.29,2.62,990.5,24.46,0.0,0.0,0.0
41.0,-85.5,2026-08-15 00:00:00,Toronto,23.48,95.19,2.37,988.6,22.29,0.0,0.0,0.0
41.0,-85.0,2026-08-15 00:00:00,Toronto,23.31,94.92,2.03,988.6,14.74,0.0,0.0,0.0
41.0,-84.5,2026-08-15 00:00:00,Toronto,23.31,94.46,1.82,990.0,10.01,0.0,0.0,0.0
41.0,-84.0,2026-08-15 00:00:00,Toronto,23.22,94.09,2.0,990.0,13.56,0.0,0.0,0.0
41.0,-83.0,2026-08-15 00:00:00,Toronto,22.8,92.74,2.25,987.6999999999999,20.46,0.0,0.0,0.0
41.0,-82.5,2026-08-15 00:00:00,Toronto,22.43,89.68,1.79,985.4000000000001,21.81,0.0,0.0,0.0
41.0,-82.0,2026-08-15 00:00:00,Toronto,22.23,86.56,1.16,984.4,14.19,0.0,0.0,0.0
41.0,-81.0,2026-08-15 00:00:00,Toronto,22.23,83.87,0.99,981.9,6.04,0.0,0.0,0.0
41.0,-80.5,2026-08-15 00:00:00,Toronto,22.43,81.26,0.93,980.5,1.58,0.0,0.0,0.0
41.0,-80.0,2026-08-15 00:00:00,Toronto,22.55,78.72,0.89,977.8,0.14,0.0,0.0,0.0
41.0,-79.5,2026-08-15 00:00:00,Toronto,22.28,76.99,0.86,969.5,0.25,0.0,0.0,0.0
41.0,-79.0,2026-08-15 00:00:00,Toronto,21.71,77.03,0.95,962.3000000000001,0.54,0.0,0.0,0.0
41.0,-78.0,2026-08-15 00:00:00,Toronto,21.73,74.85,1.02,965.1,0.62,0.0,0.0,0.0
41.0,-77.5,2026-08-15 00:00:00,Toronto,22.29,69.4,0.85,975.3,0.31,0.0,0.0,0.0
41.0,-77.0,2026-08-15 00:00:00,Toronto,22.32,66.33,0.93,983.1,0.04,0.0,0.0,0.0
41.0,-76.0,2026-08-15 00:00:00,Toronto,21.72,66.56,1.02,981.9,0.02,0.0,0.0,0.0
41.0,-75.5,2026-08-15 00:00:00,Toronto,21.21,68.78,1.01,981.5,0.03,0.0,0.0,0.0
41.0,-75.0,2026-08-15 00:00:00,Toronto,21.59,68.87,0.9,989.8000000000001,0.02,0.0,0.0,0.0
41.0,-74.5,2026-08-15 00:00:00,Toronto,22.41,68.14,1.14,1001.5,0.02,0.0,0.0,0.0
41.0,-74.0,2026-08-15 00:00:00,Montreal,22.86,69.88,1.55,1011.7,0.16,0.0,0.0,0.0
41.0,-73.0,2026-08-15 00:00:00,Montreal,23.17,67.18,1.79,1016.1,0.21,0.0,0.0,0.0
41.0,-72.5,2026-08-15 00:00:00,Montreal,23.02,68.06,2.01,1018.9,0.06,0.0,0.0,0.0
41.0,-72.0,2026-08-15 00:00:00,Montreal,22.69,71.14,2.92,1019.5,0.09,0.0,0.0,0.0
41.0,-71.0,2026-08-15 00:00:00,Montreal,22.67,71.53,3.73,1020.1,0.06,0.0,0.0,0.0
41.0,-70.5,2026-08-15 00:00:00,Montreal,22.63,69.35,3.05,1020.0,0.12,0.0,0.0,0.0
41.0,-70.0,2026-08-15 00:00:00,Montreal,20.87,77.52,2.44,1020.1,0.11,0.0,0.0,0.0
41.0,-69.5,2026-08-15 00:00:00,Montreal,19.11,82.83,2.44,1020.0,0.01,0.0,0.0,0.0
41.0,-69.0,2026-08-15 00:00:00,Halifax,19.3,84.72,2.76,1019.9,0.01,0.0,0.0,0.0
41.0,-68.0,2026-08-15 00:00:00,Halifax,19.06,86.38,3.14,1019.7,0.0,0.0,0.0,0.0
41.0,-67.5,2026-08-15 00:00:00,Halifax,19.4,84.27,4.13,1019.4,0.0,0.0,0.0,0.0
41.0,-67.0,2026-08-15 00:00:00,Halifax,19.23,86.78,4.72,1019.2,0.0,0.0,0.0,0.0
41.0,-66.0,2026-08-15 00:00:00,Halifax,20.24,81.68,5.32,1019.0,0.0,0.0,0.0,0.0
41.0,-65.5,2026-08-15 00:00:00,Halifax,21.51,74.35,5.84,1018.6,0.0,0.0,0.0,0.0
41.0,-65.0,2026-08-15 00:00:00,Halifax,22.24,69.42,6.14,1018.1999999999999,0.0,0.0,0.0,0.0
41.0,-64.5,2026-08-15 00:00:00,Halifax,22.71,67.8,6.47,1017.9000000000001,0.02,0.0,0.0,0.0
41.0,-64.0,2026-08-15 00:00:00,Halifax,23.32,66.71,6.75,1017.5,0.14,0.0,0.0,0.0
41.0,-63.0,2026-08-15 00:00:00,Halifax,23.42,66.39,6.82,1017.0999999999999,0.1,0.0,0.0,0.0
41.0,-62.5,2026-08-15 00:00:00,Halifax,23.07,66.66,6.74,1016.8000000000001,0.08,0.0,0.0,0.0
41.0,-62.0,2026-08-15 00:00:00,Halifax,22.99,67.02,6.72,1016.4,0.07,0.0,0.0,0.0
41.0,-61.0,2026-08-15 00:00:00,Halifax,23.22,67.08,6.71,1016.0,0.08,0.0,0.0,0.0
41.0,-60.5,2026-08-15 00:00:00,Halifax,23.25,67.35,6.64,1015.6999999999999,0.09,0.0,0.0,0.0
41.0,-60.0,2026-08-15 00:00:00,Halifax,22.96,67.33,6.5,1015.5,0.06,0.0,0.0,0.0
41.0,-59.5,2026-08-15 00:00:00,Halifax,22.64,68.09,6.46,1015.1999999999999,0.06,0.0,0.0,0.0
41.0,-59.0,2026-08-15 00:00:00,Halifax,22.76,68.88,6.6,1015.0,0.04,0.0,0.0,0.0
41.0,-58.0,2026-08-15 00:00:00,Halifax,22.9,69.49,6.82,1014.7,0.1,0.0,0.0,0.0
41.0,-57.5,2026-08-15 00:00:00,Halifax,23.07,69.61,7.02,1014.4,0.17,0.0,0.0,0.0
41.0,-57.0,2026-08-15 00:00:00,Halifax,23.16,69.67,7.13,1014.0999999999999,0.22,0.0,0.0,0.0
41.0,-56.0,2026-08-15 00:00:00,Halifax,23.38,69.46,7.17,1013.8,0.57,0.0,0.0,0.0
41.0,-55.5,2026-08-15 00:00:00,St. John's,23.49,69.32,7.09,1013.5,0.92,0.0,0.0,0.0
41.0,-55.0,2026-08-15 00:00:00,St. John's,23.52,69.19,6.93,1013.3,1.06,0.0,0.0,0.0
41.0,-54.5,2026-08-15 00:00:00,St. John's,23.57,69.54,6.74,1013.1,1.07,0.0,0.0,0.0
41.0,-54.0,2026-08-15 00:00:00,St. John's,23.69,69.91,6.53,1013.0,1.15,0.0,0.0,0.0
41.0,-53.0,2026-08-15 00:00:00,St. John's,23.77,70.84,6.33,1012.8,1.62,0.0,0.0,0.0
41.0,-52.5,2026-08-15 00:00:00,St. John's,23.94,72.35,6.07,1012.6,1.7,0.0,0.0,0.0
41.5,-141.0,2026-08-15 00:00:00,Victoria,19.31,80.38,5.54,1021.1,1.58,0.0,0.0,0.0
41.5,-140.5,2026-08-15 00:00:00,Victoria,19.36,79.99,5.41,1020.8,1.47,0.0,0.0,0.0
41.5,-140.0,2026-08-15 00:00:00,Victoria,19.61,79.43,5.3,1020.4000000000001,1.46,0.0,0.0,0.0
41.5,-139.5,2026-08-15 00:00:00,Victoria,19.81,78.69,5.08,1020.1,0.76,0.0,0.0,0.0
41.5,-139.0,2026-08-15 00:00:00,Victoria,19.93,78.74,4.91,1019.9,0.83,0.0,0.0,0.0
41.5,-138.0,2026-08-15 00:00:00,Victoria,19.92,81.2,4.77,1019.5999999999999,1.03,0.0,0.0,0.0
41.5,-137.5,2026-08-15 00:00:00,Victoria,19.83,84.95,4.42,1019.4,1.16,0.0,0.0,0.0
41.5,-137.0,2026-08-15 00:00:00,Victoria,20.0,87.21,3.4,1019.2,1.14,0.0,0.0,0.0
41.5,-136.0,2026-08-15 00:00:00,Victoria,20.15,88.81,2.42,1019.2,2.8,0.0,0.0,0.0
41.5,-135.5,2026-08-15 00:00:00,Victoria,19.76,94.59,3.69,1019.4,3.45,0.0,0.0,0.0
41.5,-135.0,2026-08-15 00:00:00,Victoria,19.43,96.09,5.33,1019.8000000000001,2.14,0.0,0.0,0.0
41.5,-134.5,2026-08-15 00:00:00,Victoria,19.12,95.09,5.97,1020.4000000000001,1.15,0.0,0.0,0.0
41.5,-134.0,2026-08-15 00:00:00,Victoria,18.62,95.14,5.84,1021.0,0.81,0.0,0.0,0.0
41.5,-133.0,2026-08-15 00:00:00,Victoria,18.13,95.85,5.08,1021.5,0.18,0.0,0.0,0.0
41.5,-132.5,2026-08-15 00:00:00,Victoria,18.05,93.59,4.25,1021.9,0.12,0.0,0.0,0.0
41.5,-132.0,2026-08-15 00:00:00,Victoria,17.93,91.85,3.38,1022.3000000000001,0.3,0.0,0.0,0.0
41.5,-131.0,2026-08-15 00:00:00,Victoria,17.9,89.26,2.66,1022.5,0.7,0.0,0.0,0.0
41.5,-130.5,2026-08-15 00:00:00,Victoria,17.75,85.02,1.75,1022.6999999999999,0.31,0.0,0.0,0.0
41.5,-130.0,2026-08-15 00:00:00,Victoria,17.53,81.26,1.21,1022.8,0.33,0.0,0.0,0.0
41.5,-129.5,2026-08-15 00:00:00,Victoria,17.21,81.52,1.17,1022.8,0.4,0.0,0.0,0.0
41.5,-129.0,2026-08-15 00:00:00,Victoria,17.05,82.29,1.46,1022.6999999999999,0.47,0.0,0.0,0.0
41.5,-128.0,2026-08-15 00:00:00,Victoria,16.69,83.88,2.21,1022.6,0.43,0.0,0.0,0.0
41.5,-127.5,2026-08-15 00:00:00,Victoria,16.5,85.51,3.37,1022.4,0.36,0.0,0.0,0.0
41.5,-127.0,2026-08-15 00:00:00,Victoria,16.35,88.17,4.6,1022.0999999999999,0.31,0.0,0.0,0.0
41.5,-126.0,2026-08-15 00:00:00,Victoria,15.67,93.6,5.41,1021.7,0.19,0.0,0.0,0.0
41.5,-125.5,2026-08-15 00:00:00,Victoria,14.65,95.47,6.29,1021.0,0.08,0.0,0.0,0.0
