lat,lon,date,nearest_station,temperature,humidity,wind_speed,pressure,rain_1h_mm,rain_3h_mm,snow_1h_mm,snow_3h_mm
41.0,-141.0,2026-08-30 00:00:00,Victoria,18.31,72.57,4.52,1025.3,0.73,0.0,0.0,0.0
41.0,-140.5,2026-08-30 00:00:00,Victoria,18.29,72.47,4.57,1025.1000000000001,0.79,0.0,0.0,0.0
41.0,-140.0,2026-08-30 00:00:00,Victoria,18.37,72.62,4.64,1025.0,0.63,0.0,0.0,0.0
41.0,-139.5,2026-08-30 00:00:00,Victoria,18.46,71.45,4.52,1024.7,0.81,0.0,0.0,0.0
41.0,-139.0,2026-08-30 00:00:00,Victoria,18.52,70.63,4.4,1024.6,0.8,0.0,0.0,0.0
41.0,-138.0,2026-08-30 00:00:00,Victoria,18.55,69.74,4.3,1024.4,0.63,0.0,0.0,0.0
41.0,-137.5,2026-08-30 00:00:00,Victoria,18.54,69.09,4.24,1024.2,0.52,0.0,0.0,0.0
41.0,-137.0,2026-08-30 00:00:00,Victoria,18.42,68.94,4.18,1024.1,0.57,0.0,0.0,0.0
41.0,-136.0,2026-08-30 00:00:00,Victoria,18.25,69.18,4.13,1024.0,0.51,0.0,0.0,0.0
41.0,-135.5,2026-08-30 00:00:00,Victoria,18.16,69.98,4.19,1023.8,0.5,0.0,0.0,0.0
41.0,-135.0,2026-08-30 00:00:00,Victoria,18.04,71.29,4.28,1023.6,0.44,0.0,0.0,0.0
41.0,-134.5,2026-08-30 00:00:00,Victoria,17.91,72.83,4.3,1023.4000000000001,0.72,0.0,0.0,0.0
41.0,-134.0,2026-08-30 00:00:00,Victoria,17.78,73.76,4.21,1023.1999999999999,0.94,0.0,0.0,0.0
41.0,-133.0,2026-08-30 00:00:00,Victoria,17.7,73.92,4.14,1023.0,0.75,0.0,0.0,0.0
41.0,-132.5,2026-08-30 00:00:00,Victoria,17.62,74.52,4.25,1022.6999999999999,0.65,0.0,0.0,0.0
41.0,-132.0,2026-08-30 00:00:00,Victoria,17.63,74.82,4.45,1022.4,0.64,0.0,0.0,0.0
41.0,-131.0,2026-08-30 00:00:00,Victoria,17.67,75.42,4.73,1022.0999999999999,0.54,0.0,0.0,0.0
41.0,-130.5,2026-08-30 00:00:00,Victoria,17.81,76.18,5.09,1021.7,0.72,0.0,0.0,0.0
41.0,-130.0,2026-08-30 00:00:00,Victoria,17.88,77.06,5.53,1021.3,0.64,0.0,0.0,0.0
41.0,-129.5,2026-08-30 00:00:00,Victoria,17.99,77.15,5.99,1020.8,0.89,0.0,0.0,0.0
41.0,-129.0,2026-08-30 00:00:00,Victoria,18.05,77.65,6.57,1020.3,0.75,0.0,0.0,0.0
41.0,-128.0,2026-08-30 00:00:00,Victoria,18.07,78.18,7.41,1019.7,0.63,0.0,0.0,0.0
41.0,-127.5,2026-08-30 00:00:00,Victoria,17.82,79.53,8.41,1019.2,0.35,0.0,0.0,0.0
41.0,-127.0,2026-08-30 00:00:00,Victoria,17.64,80.66,9.49,1018.3,0.18,0.0,0.0,0.0
41.0,-126.0,2026-08-30 00:00:00,Victoria,17.39,81.41,10.76,1017.3000000000001,0.02,0.0,0.0,0.0
41.0,-125.5,2026-08-30 00:00:00,Victoria,16.68,83.69,11.68,1016.1,0.0,0.0,0.0,0.0
41.0,-125.0,2026-08-30 00:00:00,Victoria,15.44,89.78,10.71,1015.1,0.0,0.0,0.0,0.0
41.0,-124.5,2026-08-30 00:00:00,Victoria,14.82,87.76,4.14,1005.1,0.0,0.0,0.0,0.0
41.0,-124.0,2026-08-30 00:00:00,Victoria,17.75,52.08,1.2,935.0,0.0,0.0,0.0,0.0
41.0,-123.0,2026-08-30 00:00:00,Victoria,20.01,30.48,1.07,882.0999999999999,0.0,0.0,0.0,0.0
41.0,-122.5,2026-08-30 00:00:00,Victoria,21.18,25.82,1.37,892.6,0.0,0.0,0.0,0.0
41.0,-122.0,2026-08-30 00:00:00,Victoria,20.73,25.5,1.6,891.3,0.0,0.0,0.0,0.0
41.0,-121.0,2026-08-30 00:00:00,Victoria,18.65,28.11,1.56,853.3,0.0,0.0,0.0,0.0
41.0,-120.5,2026-08-30 00:00:00,Victoria,18.02,29.6,1.45,831.0,0.0,0.0,0.0,0.0
41.0,-120.0,2026-08-30 00:00:00,Victoria,18.77,26.89,1.94,830.6999999999999,0.0,0.0,0.0,0.0
41.0,-119.5,2026-08-30 00:00:00,Victoria,19.32,25.2,1.87,840.6,0.0,0.0,0.0,0.0
41.0,-119.0,2026-08-30 00:00:00,Victoria,20.94,19.92,1.45,857.3000000000001,0.0,0.0,0.0,0.0
41.0,-118.0,2026-08-30 00:00:00,Victoria,20.75,20.84,1.53,854.5,0.0,0.0,0.0,0.0
41.0,-117.5,2026-08-30 00:00:00,Victoria,20.07,22.36,1.58,846.9,0.0,0.0,0.0,0.0
41.0,-117.0,2026-08-30 00:00:00,Victoria,19.46,25.82,1.8,839.0,0.0,0.0,0.0,0.0
41.0,-116.0,2026-08-30 00:00:00,Victoria,18.28,31.08,2.01,819.5,0.0,0.0,0.0,0.0
41.0,-115.5,2026-08-30 00:00:00,Kelowna,18.08,32.31,2.22,810.4000000000001,0.0,0.0,0.0,0.0
41.0,-115.0,2026-08-30 00:00:00,Kelowna,18.52,31.31,2.26,809.5999999999999,0.0,0.0,0.0,0.0
41.0,-114.5,2026-08-30 00:00:00,Kelowna,20.7,32.88,1.7,827.6,0.02,0.0,0.0,0.0
41.0,-114.0,2026-08-30 00:00:00,Kelowna,22.35,39.16,2.68,856.5999999999999,0.34,0.0,0.0,0.0
41.0,-113.0,2026-08-30 00:00:00,Kelowna,23.07,43.81,2.66,868.5,0.72,0.0,0.0,0.0
