lat,lon,date,nearest_station,temperature,humidity,wind_speed,pressure,rain_1h_mm,rain_3h_mm,snow_1h_mm,snow_3h_mm
41.0,-141.0,2026-08-12 00:00:00,Victoria,20.42,84.28,3.6,1027.8,0.47,0.0,0.0,0.0
41.0,-140.5,2026-08-12 00:00:00,Victoria,20.42,82.76,2.8,1028.0,0.36,0.0,0.0,0.0
41.0,-140.0,2026-08-12 00:00:00,Victoria,20.46,80.8,2.06,1028.1999999999998,0.33,0.0,0.0,0.0
41.0,-139.5,2026-08-12 00:00:00,Victoria,20.36,82.23,1.48,1028.1999999999998,0.06,0.0,0.0,0.0
41.0,-139.0,2026-08-12 00:00:00,Victoria,20.32,83.69,1.1,1028.3,0.02,0.0,0.0,0.0
41.0,-138.0,2026-08-12 00:00:00,Victoria,20.03,88.12,1.13,1028.1999999999998,0.0,0.0,0.0,0.0
41.0,-137.5,2026-08-12 00:00:00,Victoria,19.73,92.52,2.02,1028.1,0.0,0.0,0.0,0.0
41.0,-137.0,2026-08-12 00:00:00,Victoria,19.56,95.02,2.88,1028.0,0.0,0.0,0.0,0.0
41.0,-136.0,2026-08-12 00:00:00,Victoria,19.53,95.14,3.68,1027.7,0.02,0.0,0.0,0.0
41.0,-135.5,2026-08-12 00:00:00,Victoria,19.25,96.12,4.67,1027.3999999999999,0.16,0.0,0.0,0.0
41.0,-135.0,2026-08-12 00:00:00,Victoria,18.94,96.43,5.53,1027.1,0.43,0.0,0.0,0.0
41.0,-134.5,2026-08-12 00:00:00,Victoria,18.73,96.06,6.16,1026.7,0.54,0.0,0.0,0.0
41.0,-134.0,2026-08-12 00:00:00,Victoria,18.47,94.82,6.67,1026.2,0.5,0.0,0.0,0.0
41.0,-133.0,2026-08-12 00:00:00,Victoria,18.21,92.79,7.32,1025.6,0.43,0.0,0.0,0.0
41.0,-132.5,2026-08-12 00:00:00,Victoria,18.02,90.61,8.08,1025.0,0.29,0.0,0.0,0.0
41.0,-132.0,2026-08-12 00:00:00,Victoria,17.94,89.33,8.67,1024.4,0.34,0.0,0.0,0.0
41.0,-131.0,2026-08-12 00:00:00,Victoria,17.9,89.09,8.96,1023.6,0.5,0.0,0.0,0.0
41.0,-130.5,2026-08-12 00:00:00,Victoria,17.87,88.98,9.2,1022.9000000000001,0.66,0.0,0.0,0.0
41.0,-130.0,2026-08-12 00:00:00,Victoria,17.88,88.99,9.47,1022.0999999999999,0.66,0.0,0.0,0.0
41.0,-129.5,2026-08-12 00:00:00,Victoria,17.8,89.28,9.58,1021.3,0.64,0.0,0.0,0.0
41.0,-129.0,2026-08-12 00:00:00,Victoria,17.49,90.24,9.57,1020.4000000000001,0.46,0.0,0.0,0.0
41.0,-128.0,2026-08-12 00:00:00,Victoria,17.23,90.81,9.87,1019.5999999999999,0.23,0.0,0.0,0.0
41.0,-127.5,2026-08-12 00:00:00,Victoria,16.82,92.23,10.34,1018.8,0.1,0.0,0.0,0.0
41.0,-127.0,2026-08-12 00:00:00,Victoria,16.47,92.15,11.04,1017.9000000000001,0.13,0.0,0.0,0.0
