cell_id,lat,lon,rep_date,agency,dist_km
49.0000_-97.5000,48.62271881,-97.51638031,2026-09-17T16:26:00,ND,42.00412893518218
51.0000_-102.5000,51.24240875,-102.43609619,2026-09-17T16:26:00,SK,27.126828676693506
46.0000_-83.0000,46.17988968,-83.01537323,2026-09-17T18:28:00,ON,20.27697555473607
49.0000_-97.5000,48.62781906,-97.52424622,2026-09-17T18:30:00,ND,41.45719427398943
49.0000_-97.5000,48.62425995,-97.52095795,2026-09-17T18:30:00,ND,41.843602460835314
49.0000_-97.5000,48.62540054,-97.51329041,2026-09-17T18:30:00,ND,41.69965899175417
49.5000_-98.5000,49.36389923,-98.42121887,2026-09-17T18:30:00,MB,16.152923104643147
53.0000_-102.0000,52.87791824,-102.04963684,2026-09-17T18:32:00,SK,13.802255697427876
53.0000_-102.0000,52.88402176,-102.04891205,2026-09-17T18:32:00,SK,13.14032316098066
53.0000_-102.0000,52.88259125,-102.05358887,2026-09-17T18:32:00,SK,13.371708034322587
51.0000_-122.0000,51.15519333,-122.17838287,2026-09-17T18:52:00,BC,21.155312559480112
51.0000_-122.0000,51.15237808,-122.16469574,2026-09-17T18:52:00,BC,20.354046634309334
51.0000_-122.0000,51.15779495,-122.19225311,2026-09-17T18:52:00,BC,21.961981699324244
50.0000_-121.5000,49.98323441,-121.32249451,2026-09-17T18:52:17,BC,12.816564623092415
50.0000_-121.5000,49.98504639,-121.33638763,2026-09-17T18:52:17,BC,11.805272497516047
50.0000_-121.5000,49.9780159,-121.35346222,2026-09-17T18:52:17,BC,10.749196773777332
49.0000_-97.5000,48.62884903,-97.52115631,2026-09-17T19:15:00,ND,41.33343170638075
49.0000_-96.0000,48.65929031,-96.08080292,2026-09-17T19:15:00,MN,38.376247009751594
49.0000_-98.0000,48.83666992,-98.16295624,2026-09-17T19:15:00,ND,21.745326591959408
49.0000_-96.0000,48.7813797,-96.11244965,2026-09-17T19:15:00,MN,25.683543253179266
49.5000_-97.5000,49.32361984,-97.64827728,2026-09-17T19:15:00,MB,22.338574615654693
49.5000_-97.0000,49.28902817,-97.24685669,2026-09-17T19:15:00,MB,29.479412776017917
49.5000_-98.5000,49.36334991,-98.42075348,2026-09-17T19:15:00,MB,16.221919493032363
51.5000_-114.0000,51.39738083,-114.03031921,2026-09-17T19:17:00,AB,11.508207281135427
51.5000_-114.0000,51.40179062,-114.03150177,2026-09-17T19:17:00,AB,11.045952060172423
53.5000_-115.0000,53.27103043,-114.78217316,2026-09-17T19:17:00,AB,28.88566493210288
54.5000_-117.0000,54.44591904,-116.90904236,2026-09-17T19:19:00,AB,8.278447931103095
55.0000_-118.5000,54.87393951,-118.47615051,2026-09-17T19:19:00,AB,13.851334325841309
49.0000_-96.0000,48.80379105,-95.92880249,2026-09-17T20:10:00,MN,22.44420810384978
49.0000_-94.5000,48.53358841,-94.53189087,2026-09-17T20:10:00,MN,51.96772690776019
53.5000_-115.5000,53.51802063,-115.5532074,2026-09-17T20:12:00,AB,3.9989806793290708
49.0000_-116.5000,48.67647934,-116.37174988,2026-09-17T20:12:00,ID,37.212501149949965
49.0000_-116.5000,48.69831085,-116.38237762,2026-09-17T20:12:00,ID,34.663064554986065
49.0000_-116.5000,48.67869949,-116.38014984,2026-09-17T20:12:00,ID,36.82097579894033
49.0000_-116.5000,48.67507172,-116.37832642,2026-09-17T20:12:00,ID,37.2453210751609
50.0000_-112.5000,49.87097168,-112.73004913,2026-09-17T20:12:00,AB,21.80291086204989
50.0000_-112.5000,49.86769104,-112.72868347,2026-09-17T20:12:00,AB,21.970819490367116
50.0000_-112.5000,49.8686409,-112.72328949,2026-09-17T20:12:00,AB,21.613786118203443
50.0000_-112.5000,49.8719101,-112.72466278,2026-09-17T20:12:00,AB,21.44438261994304
55.0000_-118.5000,54.87215042,-118.46772003,2026-09-17T20:14:00,AB,14.1121330626255
55.0000_-118.5000,54.96662903,-118.42826843,2026-09-17T20:14:00,AB,5.795227399248145
55.0000_-118.5000,54.94506836,-118.27169037,2026-09-17T20:14:00,AB,15.548878825708512
